	doc_id	mag_id	corpus_id	title	abstract	descriptor	qualifier
38	2895082	2119849253	2895082	Estrogen Receptor Genotypes and Haplotypes Associated with Breast Cancer Risk	Nearly one in eight US women will develop breast cancer in their lifetime. Most breast cancer is not associated with a hereditary syndrome, occurs in postmenopausal women, and is estrogen and progesterone receptor-positive. Estrogen exposure is an epidemiologic risk factor for breast cancer and estrogen is a potent mammary mitogen. We studied single nucleotide polymorphisms (SNPs) in estrogen receptors in 615 healthy subjects and 1011 individuals with histologically confirmed breast cancer, all from New York City. We analyzed 13 SNPs in the progesterone receptor gene (PGR), 17 SNPs in estrogen receptor 1 gene (ESR1), and 8 SNPs in the estrogen receptor 2 gene (ESR2). We observed three common haplotypes in ESR1 that were associated with a decreased risk for breast cancer [odds ratio (OR), ∼ O.4; 95% confidence interval (CI), 0.2–0.8; P < 0.01]. Another haplotype was associated with an increased risk of breast cancer (OR, 2.1; 95% CI, 1.2–3.8; P < 0.05). A unique risk haplotype was present in ∼7% of older Ashkenazi Jewish study subjects (OR, 1.7; 95% CI, 1.2–2.4; P < 0.003). We narrowed the ESR1 risk haplotypes to the promoter region and first exon. We define several other haplotypes in Ashkenazi Jews in both ESR1 and ESR2 that may elevate susceptibility to breast cancer. In contrast, we found no association between any PGR variant or haplotype and breast cancer. Genetic epidemiology study replication and functional assays of the haplotypes should permit a better understanding of the role of steroid receptor genetic variants and breast cancer risk.	Breast Neoplasms	genetics
39	227121731	3110095066	227121731	Analysis of Immune Responses in Acinetobacter baumannii-Infected Klotho Knockout Mice: A Mouse Model of Acinetobacter baumannii Infection in Aged Hosts	Acinetobacter baumannii is an important opportunistic pathogen that primarily afflicts elderly people. To clarify the pathogenicity of A. baumannii in the elderly, we investigated immune responses to A. baumannii ATCC 19606 infection in klotho knockout (KO) mice, the mouse model of aging. Following intravenous inoculation, the mice seldom displayed severe symptoms. However, the survival rate was 56% at 7 days post-infection. Bacteria were detected in the lungs of klotho KO mice but not klotho wildtype (WT) mice at 7 days post-infection. Neutrophils, eosinophils, interstitial macrophages, and monocyte/dendritic cell subset in the lungs of klotho KO mice were transiently induced after infection with A. baumannii. The number of alveolar macrophages in klotho KO mice was lower than that in klotho WT mice, except for 1 day post-infection. CD11b expression on neutrophils and alveolar macrophages in the lungs of klotho KO mice was seldom upregulated by the infection. These results suggested that immune functions eliminating bacteria in the lungs of klotho KO mice were insufficient. CD11blow conventional DC cells hardly increased in klotho KO mice infected with A. baumannii. Additionally, the production of interleukin (IL)-10 in the sera of klotho KO mice was significantly higher than that in klotho WT mice, whereas that production of interferon-gamma was not detected in the sera of klotho KO mice. These results suggested that acquired immune responses were hardly induced in klotho KO mice. IL-1β, CXCL1, CXCL2, and CCL2 expression was significantly higher in the lungs of klotho KO mice infected with A. baumannii than in those of klotho WT mice at 1 day post-infection. These results suggested that pulmonary inflammation was elicited in klotho KO mice during early infection. The expression levels of proinflammatory cytokines significantly correlated with TLR9 expression in the lungs of klotho KO mice. The collective results demonstrate an A. baumannii infection state in aged hosts and suggest that pulmonary inflammation and bacterial burden should be noted in aged hosts even in the absence of severe symptoms of A. baumannii infection.	Lung	immunology
40	1161081	2110784606	1161081	Soluble leptin receptor in serum of subjects with complete resistance to leptin: relation to fat mass.	Leptin resistance and obesity have been related to mutations of the leptin receptor gene in rodents and, recently, in a consanguineous family. The latter mutation results in a receptor lacking transmembrane and intracellular domains. Homozygous and heterozygous individuals with this mutation had serum leptin levels higher than expected, given their BMIs: 600, 670, and 526 ng/ml and 145, 362, 294, 240, and 212 ng/ml, respectively. Their serum leptin was fractionated by gel filtration: >80% was present as a high-molecular size complex vs. 7.5% in the nonmutated sister. Western blot analysis showed a band at 146 kDa reacting specifically with an antibody directed against the leptin receptor ectodomain. In 10 obese control subjects, as in the mutated patients, free leptin levels correlated with BMI (r = 0.70, P = 0.0011) and reflected fat mass, regardless of leptin receptor functioning. In the patients, bound leptin levels correlated with BMI (r = 0.99, P = 0.0002) and were related to the number of mutated alleles. These data demonstrate that the truncated receptor is secreted into blood and binds the majority of serum leptin, markedly increasing bound and total leptin. Free serum leptin was similarly correlated with BMI in the mutated and nonmutated obese individuals, providing evidence that the relationship between BMI and circulating free leptin is preserved in this family. This finding suggests that the leptin receptor itself may not be specifically involved in the control of leptin secretion, and it supports the concept of relative resistance to leptin in common obesity.	Obesity	blood
41	195327953	2950516996	195327953	Frequent amplifications of ESR1, ERBB2 and MDM4 in primary invasive lobular breast carcinoma.	Invasive lobular carcinoma (ILC) is the second most common histological subtype of breast cancer following invasive ductal carcinoma (IDC). To identify potential genetic drivers of ILC progression, we used NanoString nCounter technology to investigate the DNA copy number (CN) in 70 well-curated primary ILC samples. We confirmed prior observations of frequent amplification of CCND1 (33%), and MYC (17%) in ILC, but additionally identified a substantial subset of ILCs with ESR1 and ERBB2 (19%) amplifications. Of interest, tumors with ESR1 CN gains (14%) and amplification (10%) were more likely to recur compared to those with normal CN. Finally, we observed that MDM4 (MDMX) was amplified in 17% of ILC samples. MDM4 knockdown in TP53 wild-type ILC cell lines caused increased apoptosis, decreased proliferation associated with cell cycle arrest, and concomitant activation of TP53 target genes. Similar effects were seen in TP53 mutant cells, indicting a TP53-independent role for MDM4 in ILC. To conclude, amplification of ESR1 and MDM4 are potential genetic drivers of ILC. These amplifications may represent actionable, targetable tumor dependencies, and thus have potential clinical implications and warrant further study.	Breast Neoplasms	pathology
42	84447736	2035960483	84447736	Ligands Differentially Modulate the Protein Interactions of the Human Estrogen Receptors α and β	The interactions of human estrogen receptor subtypes ERalpha and ERbeta with DNA and a 210 amino acid residue fragment of the coactivator protein SRC-1 bearing three nuclear receptor interaction motifs were investigated quantitatively using fluorescence anisotropy in the presence of agonist and antagonist ligands. ERalpha and ERbeta were found to bind in a similar manner to DNA, and both salt and temperature affected the affinity and/or stoichiometry of these interactions. The agonist ligands estradiol, estrone and estriol did not modify the binding of ERalpha to the fluorescein-labeled target estrogen response element. However, in the case of ERbeta, these ligands led to the formation of some higher-order protein-DNA complexes and a small decrease in affinity. The partial agonist 4-hydroxytamoxifen had little effect on either ER subtype, whereas the pure antagonist ICI 182,780 led to the cooperative formation of protein-DNA complexes of higher order than dimer, as further demonstrated by competition experiments and gel mobility-shift assays. In addition to DNA binding, the interaction of both ER subtypes with the Alexa488-labeled SRC-1 coactivator fragment was investigated by fluorescence anisotropy. The agonist ligands estrone, estradiol, estriol, genistein and ethynyl estradiol exhibited distinct capacities for inducing the recruitment of SRC-1 that were not correlated with their affinity for the receptor. Moreover, estrone and genistein exhibited subtype specificity in that they induced SRC-1 recruitment to ERbeta with much higher efficiency than in the case of ERalpha. The differential coactivator recruitment capacities of the ER agonists and their receptor subtype coactivator recruitment specificity may be linked to the molecular structure of the agonists with respect to their interactions with a specific histidine residue located at the back of the ligand-binding pocket. Altogether, these quantitative in vitro studies of ER interactions reveal the complex energetic and stoichiometric consequences of changes in the chemical structures of these proteins and their ligands.	DNA	metabolism
43	32140549	2001607414	32140549	Purinergic signalling between neurones and glia: For those about to rock.	For very many years glial cells were considered mere “roadies” to their more glamorous and high-octane “rock star” counterparts – the neurones. Thus, glial cells were expected to perform the functions that roadies would on a rock tour – provide transport, supply nutrients, take away waste, procure and provide chemical substances, solicit or repel groupies (accessory entities required at appropriate times), provide physical support and generally hold everything together.	Neurons	metabolism
44	6345850	2065681647	6345850	Ephrin regulation of synapse formation, function and plasticity	Synapses enable the transmission of information within neural circuits and allow the brain to change in response to experience. During the last decade numerous proteins that can induce synapse formation have been identified. Many of these synaptic inducers rely on trans-synaptic cell-cell interactions to generate functional contacts. Moreover, evidence now suggests that the same proteins that function early in development to regulate synapse formation may help to maintain and/or regulate the function and plasticity of mature synapses. One set of receptors and ligands that appear to impact both the development and the mature function of synapses are Eph receptors (erythropoietin-producing human hepatocellular carcinoma cell line) and their surface associated ligands, ephrins (Eph family receptor interacting proteins). Ephs can initiate new synaptic contacts, recruit and stabilize glutamate receptors at nascent synapses and regulate dendritic spine morphology. Recent evidence demonstrates that ephrin ligands also play major roles at synapses. Activation of ephrins by Eph receptors can induce synapse formation and spine morphogenesis, whereas in the mature nervous system ephrin signaling modulates synaptic function and long-term changes in synaptic strength. In this review we will summarize the recent progress in understanding the role of ephrins in presynaptic and postsynaptic differentiation, and synapse development, function and plasticity.	Neurons	physiology
45	3205125	2397697797	3205125	Antipsychotic drugs and weight gain	The recent paper by Taylor and McAskill in Acta Psychiatrica Scandinavica (1) provides a comprehensive review and valuable criticisms of reports dealing with body weight gain associated to atypical antipsychotics (AP). The authors underline that this is a topic to which little attention has been given, and suggest that `more robust trials are needed' to overcome the multiple drawbacks of previous reports. In this letter I would like to discuss some data that were not included in that review and provide some comments that, I hope, will improve future research on this subject. The authors did not comment on two reports from our laboratory on body weight changes in healthy volunteers after sulpiride (SUL) or placebo administration (2, 3). It was a valuable opportunity to examine drug effects on weight regulation without the confounding contribution of severe mental disorders. Onemonth SUL administration did not affect weight in women and induced a small weight gain in men. These results support the ®ndings obtained in clinical populations on the low propensity of amisulpiride (a drug with a similar pharmacological pro®le to SUL) to induce signi®cant weight gain (4). The remarkable lack of effect of SUL on body weight in humans contrasts with its strong and reliable effect in rats. In fact, an animal model of AP-induced obesity has been developed (5, 6). Contrary to that observed in humans during AP administration (7, 8), weight gain after SUL in rats is observed only in females (9) and (unexpectedly) their serum leptin and insulin levels are not increased (6, 10). Hence, important differences may exist between animals and humanswith regard to body weight regulation during AP treatment that must be considered in future studies. To complicate the picture even more, the diverse AP differ considerably in their af®nity and interaction with brain amines and peptides (8, 11), many of them playing important roles in feeding regulation. As an example, consider the interaction of AP with D2 dopamine receptors, which will determine, at least partially, whether or not hyperprolactinemia will be observed. Prolactin is involved in weight and feeding regulation (8), and its contribution to AP-induced weight gain has received very little attention. Therefore, results obtained with APs that increase prolactin are not strictly comparable with studies conducted with APs that do not affect prolactin. From a clinical perspective, the following factors may in ̄uence the response of body weight regulation system to AP administration: the speci®c mental disorder, sex, age, race, body weight before starting AP treatment, family history of obesity, concomitant endocrine disorders (diabetes, hypothyroidism, polycystic ovary, among others), and simultaneous use of other drugs (lithium, tricyclic antidepressants) (8). Future studies must consider these important variables. Lastly, in the therapeutic arena, diverse drugs are available to counteract the AP-blocking effects on dopamine and serotonin receptors (8). However, psychiatrists do not appear to have many pharmacological tools to speci®cally counteract the strong appetite-stimulating actions of AP that also block brain histamine receptors. Effects on the histaminergic system appear to play a prominent role in the mechanisms by which the atypical AP increase body weight (11) but again, as Taylor and McAskill assert, more robust and original studies are needed.	Obesity	chemically induced
46	89216161	2413383877	89216161	Neuropathogenecity of Coxsackie B virus strains isolated from children with clinical manifestations of aseptic meningitis in different years	: The neuropathogenicity of Coxsackie B3, B1, and B5 virus strains was studied in experimentally infected suckling BALB/c mice and in contact animals from the same nest and litter infected due to the natural virus spread. The similar neurological disorders were found in both groups of animals. The data on pathological and morphological changes in the medulla oblongata as dystrophic and necrotic changes in the neurons with their lysis and deletion, brain tissue edema, and hemodynamic changes confirmed the neutrotropicity of the strains under study. The revealed pattern of brain lesions did not depend on the time of isolation of the viral strains being examined.	Brain	virology
47	40904404	2077592722	40904404	Biochemical changes in brain tissue of rabbits injected with Egyptian cobra (Naje haje) venom.	"Summary 
 
The acute biochemical effects of the venom of the Egyptian Cobra (Naje haje) on rabbit brain tissue were studied. Cystine, alanine, glutamic acid, aspartic acid, glutathione, isoleucine and serotonin contents of the brain were decreased after injection of the venom. On the other hand brain glutamic oxaloacetic (GOT) and glutamic pyruvic (GPT) transaminases activities were increased. Cholinesterase activity of brain was significantly decreased. The phospholipid content of brain showed considerable hydrolysis (phospholipase activity of the venom), liberating free unsaturated fatty acid which were not found in the control brains (linolenic acid). 
 
 
 
These biochemical changes in rabbit brain after injection of the venom demonstrate its strong neurotoxic effects which could be specific and diagnostic parameters for the toxicity of this snake. 
 
 
 
Zusammenfassung 
 
Biochemische Veranderungen im Gehirngewebe von Kaninchen nach Behandlung mit dem Gift der agyptischen Kobra (Naje haje) 
 
 
 
Bei Kaninchen wurden die akuten biochemischen Veranderungen im Gehirngewebe nach Verabreichung des Giftes der agyptischen Kobra untersucht. Nach der Giftinjektion war der Gehalt an Cystin, Alanin, Glutaminsaure, Asparaginsaure, Glutathion, Isoleucin und Serotonin vermindert. Anderseits waren die Aktivitaten der Glutamatoxalacetat- (GOT) und der Glutamatpyruvat-Transaminase (GPT) erhoht. Die Aktivitat der Cholinesterase war reduziert. Die Phospholipide wurden durch die Phospholipase des Giftes in betrachtlichem Mas hydrolysiert, wobei ungesattigte Fettsauren frei wurden, welche im Gehirn von Kontrolltieren nicht nachgewiesen werden konnten. 
 
 
 
Die biochemischen Veranderungen beweisen die starke Neurotoxitat des Giftes, welche spezifische diagnostische Parameter fur dieses Schlangengift darstellen. 
 
 
 
Resume 
 
Modifications biochimiques du tissu cerebral chez des lapins ayant recu du venin de cobra egyptien (Naje haje) 
 
 
 
On a examine les modifications biochimiques aigues dans le tissu cerebral de lapins ayant recu du venin de cobra egyptien. Les taux de cystine, alanine, acide glutamique, acide asparagique, glutathione, isoleucine et serotine furent diminues apres l'injection du venin. Les activities de GOT et GPT furent augmentees. L'activite de la cholinesterase fut reduite. Les phospholipides furent hydrolises en grande quantite par la phospholipase du venin et les acides gras non satures ainsi liberes n'ont pu etre mis en evidence dans le cerveau des animaux. 
 
 
 
Les modifications biochimiques prouvent la forte neurotoxicite du venin et representent un parametre specifique de diagnostic pour ce venin de serpent. 
 
 
 
Resumen 
 
Modificaciones bioquimicas en el tejido cerebral de conejos tras tratamiento con el veneno de la cobra egipcia (Naje haje) 
 
 
 
Se estudiaron en conejos las modificaciones bioquimicas agudas en el tejido cerebral tras administracion del veneno de la cobra egipcia. Despues de la inyeccion del veneno, se hallaba disminuido el contenido en cistina, alanina, acido glutamico, acido aspartico, metionina, tirosina, isoleucina y serotonina. A su vez, estaban aumentadas las actividades de las transaminasas del glutamato-oxalacetato (GOT) y del glutamato-piruvato (GPT). Estaba reducida significativamente la actividad de la colinesterasa. Los fosfolipidos fueron hidrolizados en cantidad considerable por la fosfolipasa del veneno, siendo liberados acidos grasos no saturados, los cuales no se pudieron identificar en el cerebro de los animales testigos (acido linolenico). 
 
 
 
Estas modificaciones bioquimicas demuestran la neurotoxicidad intensa del veneno, pudiendo ser parametros especificos y diagnosticos para la toxicidad de este veneno de serpiente."	Brain	drug effects
48	206027976	1971617987	206027976	The Journal of Clinical Hypertension Has Become the Official Journal of the World Hypertension League	For many years The Journal of Clinical Hypertension (JCH) has been a major resource for research, clinical practice, and healthcare policy in the broad realm of hypertension. JCH has been fortunate that so many leaders in these domains have contributed reports of original studies, scholarly review articles, and critical commentaries to the pages of the Journal. Clearly this support has been the basis for making JCH such an influential force in hypertension. Thanks to its new partnership with the World Hypertension League (WHL), the editors of the Journal—together with its publisher, Wiley—are poised to take the next major step in embracing the full spectrum of clinical hypertension and making JCH the preeminent journal in the field. The WHL is a remarkable entity. One of its major roles is to serve as the umbrella organization for national societies of hypertension—currently 42 of them—including such major ones as the American Society of Hypertension, the Chinese Hypertension League, the International Society of Hypertension in Blacks, the Hypertension Society of India, and the Russian Society of Hypertension. As well, the WHL partners with organizations such as The National Forum for Heart Disease and Stroke Prevention in the implementation of prevention and disease management strategies. This allows WHL to have a truly global reach in defining public health and policy agendas and in providing education and guidance in the practice of hypertension and other areas of preventive medicine. In support of these large-scale international commitments, the WHL has established formal relationships with both the World Health Organization in Geneva and the International Society of Hypertension. Readers not familiar with the full scope of the WHL’s activities can visit their Web site (www.worldhypertensionleague. org) for further information. As a practical expression of our new relationship, JCH will soon be publishing official WHL position papers and fact sheets designed to define policy and provide support for clinicians and other public health leaders on such issues as dietary salt, definitions of hypertension, and the use of semi-automated blood pressure devices. Beyond that, we expect to publish original research articles and reviews that encompass a broad range of related topics. Needless to say, JCH intends to continue its commitment to all aspects of clinical hypertension. We strongly invite authors to submit their work in related areas including, but not limited to: drug trials or other therapeutic interventions; studies of patient compliance with treatment and ways to improve it; population studies and epidemiology of hypertension; predictors of hypertension; associations with concomitant conditions; pharmacoeconomics and other cost issues; diagnostic features of hypertension, including studies of arterial stiffness, central blood pressure, and other vascular measurements; relationships between blood biomarkers and hypertension; basic science and molecular biology studies that help define the clinical characteristics of hypertension; research on the effects of hypertension on target organs, particularly coronary disease and left ventricular dysfunction, stroke and other central nervous system events, chronic kidney disease, and peripheral artery disease; and treatment-resistant hypertension. In short, we put no limits on interesting work that contributes to our understanding and management of hypertension! In January of this year, JCH published a major hypertension guideline paper titled, “Clinical Practice Guidelines for the Management of Hypertension in the Community: A Statement by the American Society of Hypertension and the International Society of Hypertension.” This work was targeted at practitioners throughout the world and was written in such a way as to be applicable to hypertension care regardless of local economic or social conditions. While this effort has already been very enthusiastically received, it will soon be necessary to begin the work of updating and expanding the guideline so that it can continue to be a major resource for practitioners on the front lines of managing hypertension. The exciting new relationship between the WHL and JCH will provide a powerful impetus for this critical endeavor.	Hypertension	prevention & control
49	25952865	1999031436	25952865	Special factors in biological strings.	"Biological macromolecules such as DNA, RNA, and proteins can be regarded as finite sequences of symbols (or words) over a finite alphabet. In this paper, we refer to DNA (RNA) sequences which are words on a four-letter alphabet. A comparison is made between some ""genes"", or fragments of them, with random sequences or random reshuffled sequences on the same alphabet and having the same length. Some combinatorial techniques of analysis of finite words are developed. A crucial role in the comparison is played by the so-called special factors of a given word. In all the analysed DNA (RNA) fragments the distribution on the length of the number of right (left) special factors differs, in a very typical way, from the corresponding distribution in a string on the same alphabet and having the same length generated by a random source or obtained by making a random alteration (=shuffling) of the original string. This kind of change is irrespective of the length in the range that we have considered <2650 bp and of the phylogenetic origin of the fragment."	DNA	genetics
50	22650576	982282141	22650576	JavaScript DNA translator: DNA-aligned protein translations.	There are many instances in molecular biology when it is necessary to identify ORFs in a DNA sequence. While programs exist for displaying protein translations in multiple ORFs in alignment with a DNA sequence, they are often expensive, exist as add-ons to software that must be purchased, or are only compatible with a particular operating system. JavaScript DNA Translator is a shareware application written in JavaScript, a scripting language interpreted by the Netscape Communicator and Internet Explorer Web browsers, which makes it compatible with several different operating systems. While the program uses a familiar Web page interface, it requires no connection to the Internet since calculations are performed on the user's own computer. The program analyzes one or multiple DNA sequences and generates translations in up to six reading frames aligned to a DNA sequence, in addition to displaying translations as separate sequences in FASTA format. ORFs within a reading frame can also be displayed as separate sequences. Flexible formatting options are provided, including the ability to hide ORFs below a minimum size specified by the user. The program is available free of charge at the BioTechniques Software Library (www.Biotechniques.com).	DNA	genetics
51	10642514	2339320299	10642514	Association of genetic markers with coronary heart disease (myocardial infarction)--a case-control study.	A case-control study was carried out on patients of myocardial infarction selected from coronary care unit of Lok Nayak Jai Prakash Narayan Hospital, Delhi. The study was carried out to determine the association of haptoglobin (Hp), transferrin (Tf) and complement component 3 (C3) polymorphism with myocardial infarction. The frequency of allele Hp1 was found to be 0.159 in cases studied and 0.058 in controls. The frequency of gene TfC was found to be 0.987 in cases of study and 0.992 in controls. Similarly, frequency of CS3 gene was found to be 0.985 and 0.990 in cases studied and controls respectively. The comparison between cases studied and controls with respect to TfC and CS3 polymorphism was found to be statistically non-significant while the comparison between cases studied and controls for Hp polymorphism was found to be statistically significant (chi 2 = 21.88, p < 0.01).	Myocardial Infarction	genetics
52	1539603	2072025460	1539603	Paramyxovirus Entry and Targeted Vectors for Cancer Therapy	"Patent applications on which I am an inventor have been licensed to NISCO, Inc. Mayo has an equity position in NISCO and may receive royalties from products developed by the company. 
 
 
 
The Alliance for Cancer Gene Therapy (ACGT), the NIH (R01 CA139389), and the Mayo Cancer Center supported this research. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript."	Neoplasms	therapy
53	43330753	2619926102	43330753	Population Based Image Imputation	We present an algorithm for creating high resolution anatomically plausible images consistent with acquired clinical brain MRI scans with large inter-slice spacing. Although large databases of clinical images contain a wealth of information, medical acquisition constraints result in sparse scans that miss much of the anatomy. These characteristics often render computational analysis impractical as standard processing algorithms tend to fail when applied to such images. Highly specialized or application-specific algorithms that explicitly handle sparse slice spacing do not generalize well across problem domains. In contrast, our goal is to enable application of existing algorithms that were originally developed for high resolution research scans to significantly undersampled scans. We introduce a model that captures fine-scale anatomical similarity across subjects in clinical image collections and use it to fill in the missing data in scans with large slice spacing. Our experimental results demonstrate that the proposed method outperforms current upsampling methods and promises to facilitate subsequent analysis not previously possible with scans of this quality.	Brain	diagnostic imaging
54	24337029	2030667418	24337029	Complete Response of a Recurrent, Multicentric Malignant Glioma in a Patient Treated with Phenylbutyrate	Sodium phenylbutyrate is a biological-response modifier that acts as a dose-dependent inhibitor of glioma cell proliferation, migration, and invasiveness in vitro, possibly by inhibition of urokinase and c-myc pathways. Despite its biological activity in vitro, there have not been any prior reports of efficacy in the treatment of human malignant gliomas.We report a 44-year-old female with a recurrent, multicentric, malignant glioma who experienced a durable remission lasting more than four years. The patient initially presented with seizures caused by a biopsy-proven anaplastic astrocytoma of the frontal lobe. The patient was treated with radiation therapy and Procarbazine–CCNU–Vincristine (PCV). However, the tumor progressed and extended to the corpus callosum with midline shift, refractory to four cycles of continuous 72-h infusion of BCNU/Cisplatinum. Additional enhancing lesions appeared in the left frontal and left temporal lobes. The patient was started on sodium phenylbutyrate, 18 g daily in three divided oral doses, and reduced to 9 g/day and eventually to 4.5 g/day to eliminate mild, reversible side effects. Four years later, the patient has a KPS functional score of 100%. Phenylbutyrate is a well-tolerated, oral agent that shows potential for the treatment of malignant gliomas. Further studies should be considered to identify a subset of patients that have tumors sensitive to phenylbutyrate, either as a single agent or in combination with radiation therapy or other chemotherapeutic agents.	Antineoplastic Agents	therapeutic use
55	14770825	2152771990	14770825	Intravenous administration of the conditionally replicative adenovirus Ad5-Δ24RGD induces regression of osteosarcoma lung metastases	Metastatic osteosarcoma (OS) has a very poor prognosis. New treatments are therefore wanted. The conditionally replicative adenovirus Ad5-Δ24RGD has shown promising anti-tumor effects on local cancers, including OS. The purpose of this study was to determine whether intravenous administration of Ad5-Δ24RGD could suppress growth of human OS lung metastases. Mice bearing SaOs-lm7 OS lung metastases were treated with Ad5-Δ24RGD at weeks 1, 2 and 3 or weeks 5, 6 and 7 after tumor cell injection. Virus treatment at weeks 1–3 did not cause a statistically significant effect on lung weight and total body weight. However, the number of macroscopic lung tumor nodules was reduced from a median of >158 in PBS-treated control mice to 58 in Ad5-Δ24RGD-treated mice (p = 0.15). Moreover, mice treated at weeks 5–7 showed a significantly reduced lung weight (decrease of tumor mass, p < 0.05), a significantly increased body weight gain (decrease of disease symptoms, p < 0.005) and a reduced number of macroscopic lung tumor nodules (median 60 versus > 149, p = 0.12) compared to PBS treated control animals. Adenovirus hexon expression was detected in lung tumor nodules at sacrifice three weeks after the last intravenous adenovirus administration, suggesting ongoing viral infection. These findings suggest that systemic administration of Ad5-Δ24RGD might be a promising new treatment strategy for metastatic osteosarcoma.	Lung Neoplasms	therapy
56	21208055	2104289405	21208055	Clinical Benefit of Lapatinib-Based Therapy in Patients with Human Epidermal Growth Factor Receptor 2–Positive Breast Tumors Coexpressing the Truncated p95HER2 Receptor	Purpose: A subgroup of human epidermal growth factor receptor 2 (HER2)–overexpressing breast tumors coexpresses p95HER2, a truncated HER2 receptor that retains a highly functional HER2 kinase domain but lacks the extracellular domain and results in intrinsic trastuzumab resistance. We hypothesized that lapatinib, a HER2 tyrosine kinase inhibitor, would be active in these tumors. We have studied the correlation between p95HER2 expression and response to lapatinib, both in preclinical models and in the clinical setting. Experimental Design: Two different p95HER2 animal models were used for preclinical studies. Expression of p95HER2 was analyzed in HER2-overexpressing breast primary tumors from a first-line lapatinib monotherapy study (EGF20009) and a second-line lapatinib in combination with capecitabine study (EGF100151). p95HER2 expression was correlated with overall response rate (complete + partial response), clinical benefit rate (complete response + partial response + stable disease ≥24 wk), and progression-free survival using logistic regression and Cox proportional hazard models. Results: Lapatinib inhibited tumor growth and the HER2 downstream signaling of p95HER2-expressing tumors. A total of 68 and 156 tumors from studies EGF20009 and EGF100151 were evaluable, respectively, for p95HER2 detection. The percentage of p95HER2-positive patients was 20.5% in the EGF20009 study and 28.5% in the EGF100151 study. In both studies, there was no statistically significant difference in progression-free survival, clinical benefit rate, and overall response rate between p95HER2-positive and p95HER2-negative tumors. Conclusions: Lapatinib as a monotherapy or in combination with capecitabine seems to be equally effective in patients with p95HER2-positive and p95HER2-negative HER2-positive breast tumors. Clin Cancer Res; 16(9); 2688–95. ©2010 AACR.	Breast Neoplasms	drug therapy
57	26362285	2067792274	26362285	Components of the GABA system in mice selectively bred for differences in open-field activity	Mice selectively bred for differences in open-field activity were utilized to test the hypothesis that differences in open-field behaviour are mediated at least in part by components of the GABA system, including brain glutamic acid decarboxylase activity (V, Vmax, and Km), as well as glutamate and GABA concentrations. Enzyme velocity was found to be inversely correlated with open-field activity, but it accounted for less than 15% of the variance. Moreover, the rank order of the lines was not as predicted for a genetically correlated character and the magnitude of the differences in enzyme activity among the lines was not large. It was therefore concluded that the GABA system is not an important mediator of differences in open-field behaviour in these lines of mice.	Brain	metabolism
58	13371264	2059613806	13371264	Occupational Exposures, Environmental Tobacco Smoke, and Lung Cancer	Background: There is uncertainty regarding the association of occupational exposures with lung cancer. We have studied the association between 52 high-risk job titles and lung cancer incidence in a large prospective study, with more than 200,000 participants followed for more than 6 years and 809 incident cases of lung cancer. Methods: Hazard ratios and 95% confidence intervals were computed by the Cox proportional-hazard regression model, adjusting for country, age, sex, social class, diet, physical activity, and smoking habits. We used a CAREX-based job-exposure matrix to infer exposure to lung carcinogens. False-positive report probability was calculated as a measure of potentially false-positive results. Results: Eighteen occupations, mainly related with agriculture, constructions, and metal processing, were associated with increased risk. In addition, incidence tended to increase with the number of hazardous jobs reported. When the occupations were classified according to the presumed exposure to specific carcinogenic agents, the hazard ratios were 1.5 (95% confidence interval = 1.2–1.9) for asbestos, 1.4 (1.1–1.8) for heavy metals, 1.4 (1.1–1.8) for polycyclic aromatic hydrocarbons, and 1.6 (1.2–2.1) for work-related environmental tobacco smoke. The estimated population attributable risk for employment in at least 1 at-risk job was 16% in men and 12% in women. Conclusions: This large prospective study suggests that exposure to occupational lung carcinogens is still a problem, with such exposures producing moderate to large increases in risk.	Lung Neoplasms	etiology
