	doc_id	corpus_id	title	abstract	labels	labels_text
48	101135371	101135371	Improving asymmetric reduction of aryl ketone catalyzed by yeast cell with resin adsorption	Optically active aryl alcohols are one kind of the most important chiral building blocks for many single enantiomer pharmaceuticals.Asymmetric reduction of corresponding prochiral ketone to chiral alcohol by active yeast cells is one of the most promising routes,but the space-time productivity is very low due to the toxicity of the substrate and product to the cell,which prohibits the reaction from proceeding at a high substrate concentration.The toxicity of aryl ketone to yeast cell and increasing the initial substrate concentration by introducing macropore adsorbing resin to avoid the toxicity to the cell was studied,when asymmetric reduction of acetophenone(ACP)to chiral α-phenylethyl alcohol(PEA)by Saccharomyces cerevisiae was chosen as the model reaction.The experiments showed that the substrate and product did have obvious toxicity to yeast cell.This reaction could be remarkably improved with introducing the appropriate kind of resin.The initial ACP concentration could be increased to 70 mmol·L~ -1 when the appropriate amount of resin was used.	[4, 9]	['Chemistry', 'Environmental science']
49	157384913	157384913	At Home: The Problem Is Bank Liability Management		[6]	['Economics']
50	153739489	153739489	The Impact of the NHS Reforms on Queues and Surgical Outcomes in England: Evidence From Hip Fracture Patients	National Health Service (NHS) reform introduced incentives for efficiency and cost effectiveness, yet little is known about their effectiveness in reducing waiting times for surgery or improving postsurgical outcomes. This paper finds that waiting times for hip fracture surgery declined after the NHS reforms and patients were more likely to be discharged to another provider. However, hospitals have not simply shifted the burden of care to other providers, since lengths of stay ending in a discharge to home fell. The effect of wait time on surgical outcomes is small in magnitude and cannot explain the postreform improvements in outcomes.	[6]	['Economics']
51	57519379	57519379	Prenatal Preventive Med.		[17]	['Medicine']
52	119456656	119456656	Stochastic processes and integral equations		[16]	['Mathematics']
53	124928466	124928466	Strong Inconsistency from Uniform Priors: Comment		[16]	['Mathematics']
54	120063597	120063597	Revolution in United States Government Statistics, 1926-1976.		[16]	['Mathematics']
55	61872562	61872562	A Pose Estimation Algorithm for Polyhedral Objects in X-Ray Image (特集 実環境におけるマシンビジョン適用技術)	In an x-ray vision, identifying the pose, i. e. the position and orientation of objects from x-ray projection images is extremely important to monitor in real time and analyze mechanical parts which are invisible from outside. It is assumed here that the x-ray imaging conditions that include the relative coordinates of the x-ray source and the image plane are predetermined and the object geometry is known. In this situation, an x-ray image of an object at a given pose can be estimated computationally by using a priori known x-ray projection image model. It is based on the assumption that a pose of an object can be determined uniquely to a given x-ray projection image. Thus, once we have the numerical model of x-ray imaging process, x-ray image of the known object at any pose could be estimated. Then, among these estimated images, the best matched image could be searched and found. When adequate features in the images are available instead of the image itself, the problem becomes easier and simpler. In this work, we propose an efficient pose estimation algorithm for polyhedral objects whose image features consist of corner points and edge lines in their projection images. Based on the corner points and lines found in the images, the best-matched pose of a polyhedral object can be determined. To achieve this, we proposed an adequate and efficient image processing algorithm to extract the features of objects in x-ray images. The performance of the algorithm is discussed in detail including the limitations of the method. To evaluate the performance of the proposed method a series of simulation studies is carried out for various imaging conditions.	[5]	['Computer science']
56	226394932	226394932	Evaluation of a field-deployable Nafion™-based air-drying system for collecting whole air samples and its application to stable isotope measurements of CO2	"Abstract. Atmospheric flask samples are either collected at atmospheric pressure by simply opening a valve of a pre-evacuated flask, or pressurized with the help of a pump to a few bar above ambient providing large air samples for analysis. Under humid conditions, there is a risk that water vapour in the sample leads to condensation on the walls of the flask, notably at higher than ambient sampling pressures. Liquid water in sample flasks is known to affect the CO2 mixing ratios and also alters the isotopic composition of oxygen (17O and 18O) in CO2 via isotopic equilibration. Hence, for accurate determination of CO2 mole fractions and its stable isotopic composition, it is vital to dry the air samples to a sufficiently low dew point before they are pressurized in flasks to avoid condensation. Moreover, the drying system itself should not influence the mixing ratio and the isotopic composition of CO2, nor of the other constituents under study. For the ""Airborne Stable Isotopes of Carbon from the Amazon"" (ASICA) project focusing on accurate measurements of CO2 and its singly-substituted stable isotopologues over the Amazon, an air drying system was needed capable of removing water vapour from air sampled at a dew point better than −2 °C, high flow rates up to 12 L/min, and without the need for electrical power. Since to date, no commercial air drying device is available that meets these requirements, we designed and built our own consumable-free, power-free, and portable drying system based on multi-tube Nafion™ gas sample driers (Perma Pure, Lakewood, USA). The required dry purge air is provided by feeding the exhaust flow of the flasks sampling system through a dry molecular sieve (type 3A) cartridge. In this study we describe the systematic evaluation of our Nafion-based air sample dryer with emphasis on its performance concerning the measurements of atmospheric CO2 mole fractions and the three singly-substituted isotopologues of CO2 (16O13C16O, 16O12C17O and 16O12C18O), as well as the trace gas species CH4, CO, N2O, and SF6. Experimental results simulating extreme tropical conditions (saturated air at 33 °C) indicated that the response of the air dryer is almost instantaneous and that approximately 85 L of air, containing up to 4 % water vapour, can be processed staying below a −2 °C dew point temperature (at 275 kPa). We estimated that least 8 flasks can be sampled (at an overpressure of 275 kPa) with a water vapour content below −2 °C dew point temperature during a typical flight sampling up to 5 km altitude over the Amazon, whereas the remaining samples would stay well below 5 °C dew point temperature (at 275 kPa). The performance of the air dryer on measurements of CO2, CH4, CO, N2O, and SF6, and the CO2 isotopologues 16O13C16O and 16O12C18O was tested in the laboratory simulating real sampling conditions by compressing humidified air from a calibrated cylinder, after being dried by the air dryer, into sample flasks. We found that the mole fraction and the isotopic composition difference between the different test conditions (including the dryer) and the base condition (dry air, without dryer) remained well within or very close to, in the case of N2O, the WMO recommended compatibility goals for independent measurement programs, proving that the test condition induced no significant bias on the sample measurements."	[9]	['Environmental science']
57	63262127	63262127	A Threshold Group Signature Scheme with Multi-policy	Common threshold signature has not traceability,only one threshold value,poor security. In practical application,the threshold value of threshold digital signature depends on the significance of the document.Important document needs more the number of the co-operated users than common document to sign the document.We can solve the problem by using any existing threshold scheme repeatedly,but it isn't efficient.The paper proposed a scheme that multi-secret is shared by group member and different group secret has different threshold value to sign different document.Furthermore,group manager can delete old group member or add new member according requirement.	[5]	['Computer science']
58	127083558	127083558	Geologic map of the New Haven quadrangle, Nelson and Larue Counties, Kentucky		[10, 11]	['Geography', 'Geology']
59	168120386	168120386	Application of Digital Certificate in Electronic Medical Record	According to the security and credibility of the electronic medical records in the CIS,gives the solution based on the digital certificate authentication technology applications in the hospital CIS to guarantee the electronic medical records with authenticity,credibility,security,legitimacy.	[5]	['Computer science']
60	122146474	122146474	Methodological aspects of the electron-beam investigation of dielectric target charging	The basic characteristics of dielectric target charging with (2–30)-keV electron beams were investigated using the example of a typical insulator, Al2O3. A new hypothetical scenario of dielectric charging, based on the reduction of secondary-electron current due to the formation of polarized excitons in the positive layer of a charged target, is proposed on the basis of modeling calculations and the experimental data.	[19]	['Physics']
61	120006439	120006439	SU‐GG‐T‐380: Design and Shielding Considerations for the World's First Compact Synchrocyclotron Proton Therapy Unit	Purpose: Our institution will soon take delivery of the Monarch 250 Compact Proton Therapy Unit (Still River Systems). We performed facility shielding calculations that accounted for the produced neutron flux. Method and Materials: Workload assumptions (80Gy/day) yielded the number of protons produced per day. The vendor did not provide extraction efficiency, neutron yields from the treatment field shaping system, or neutron yield estimates from the synchrocyclotron. To provide a conservative neutron yield we assumed; the largest scatteredfield size and complete portal blocking, conservatively low cyclotron production efficiency (25%), and a high quality factor (20) for neutron dose equivalent calculations. Neutrons were assumed to be produced at the isocenter location, by stopping the SOBP protons in a Cu target. The room design includes a sub‐floor to allow rotation of the accelerator below the sub‐floor level. Classical analytical methods were used to calculate required barrier thicknesses based on neutron yields, accounting for angular dependences, and based on concrete (standard or high density (HD)), earth, and steel. Maze calculations used analytical approaches, heavily influenced by the number of bounce paths, and maze area. Conservative use and occupancy factors were used. Results: The shielding calculations resulted in barrier thicknesses similar to existing proton facilities; from 4ft to 6.25ft of HD concrete. Some design features included; reducing the maze ceiling height to reduce the source area of scatteredneutrons, adding an additional leg at the door entrance to allow for an unshielded door, and adding steel to surround unavoidable barrier voids. To reduce cost, the barriers that did not shield occupy‐able space, used standard concrete. Conclusion: The neutron yield from the Monarch 250 is unknown, so conservative values were used in the shielding calculations. Vault design strategies were developed to reduce overall construction cost. We allow for contingencies if we underestimated any barrier thickness.	[17, 19]	['Medicine', 'Physics']
62	52886092	52886092	Mean annual temperature estimation based on leaf morphology: a test from tropical South America	Abstract Are models that predict mean annual temperature (MAT) from leaf morphology applicable globally? Fifteen models that predict MAT from leaf morphology were tested on thirty floral samples from tropical South America to determine the degree to which models based on published data that are primarily from other regions are applicable to floras from tropical South America. The models included are based on regional data from North America, South America, and Asia. Of the fifteen models tested, five are simple linear regressions, six are multiple linear regressions, two are canonical correspondence analyses, and two are correspondence analyses followed by nearest neighbor analyses. For the seven modern floras with MAT ≤21°C, every model overestimates MAT. For the 23 modern floras with MAT >21°C, all models produce variable results without a systematic error. The range of average model errors is 2.7–7.3°C, while the absolute extremes of error are 0 and 15.1°C. Average 95% predictive confidence intervals range from 1.6 to 6.9°C. Predicted MAT falls within the published standard error of the model for 0–67% of the South American test floras. Evaluating the seven sites with MAT ≤21°C separately from the 23 sites with MAT >21°C shows that no equation accurately estimates MAT of the majority of low-temperature sites, but that four equations accurately estimate >50% of high-temperature sites. The results suggest that at least for sites of unknown or high elevation, mean annual temperature of fossil floras from tropical South America may be better predicted from models based on the leaf morphology of tropical South American floras.	[9, 10]	['Environmental science', 'Geography']
63	158787827	158787827	The Trial of Jack Ruby		[13]	['Law']
64	211315490	211315490	International outlook : : trends	The 2015 conference of the International Farm Comparison Network (IFCN), themed Dairy farm structure changes, drivers and perspectives, took place in Kiel in Germany from 8 to 10 June. At the conference, delegates discussed the dairy industry on country and farm level and developed possible future scenarios.	[0]	['Agricultural and Food sciences']
65	96975398	96975398	Use of complexones in chemical analysis. XXXVII. Polarographic determination of calcium in biological material		[4]	['Chemistry']
66	119860441	119860441	Positive $Q$-matrices of graphs		[16]	['Mathematics']
67	4601131	4601131	Clocking the Ultrafast Electron Cooling in Anatase Titanium Dioxide Nanoparticles	The recent identification of strongly bound excitons in room-temperature anatase TiO2 single crystals and nanoparticles underscores the importance of bulk many-body effects in samples used for applications. Here, for the first time, we unravel the interplay between many-body interactions and correlations in highly excited anatase TiO2 nanoparticles using ultrafast two-dimensional deep-ultraviolet spectroscopy. With this approach, under nonresonant excitation, we disentangle the optical nonlinearities contributing to the bleach of the lowest direct exciton peak. This allows us to clock the ultrafast time scale of the hot electron thermalization in the conduction band with unprecedented temporal resolution, which we determine to be <50 fs, due to the strong electron–phonon coupling in the material. Our findings call for the design of alternative resonant excitation schemes in photonics and nanotechnology.	[19]	['Physics']
68	124196394	124196394	ITERATIVE SOLUTIONS OF QUADRATIC ALGEBRAIC AND DIFFERENTIAL OPERATOR PROBLEMS		[18]	['Philosophy']
69	6901965	6901965	Meningiomas of the velum interpositum: surgical considerations.	Meningiomas of the third ventricle are a rare subtype of pineal region tumor that arise from the posterior portion of the velum interpositum, the double layer of pia mater that forms the roof of the third ventricle. The authors review the literature concerning these meningiomas and present a case in which the lesion was resected via the supracerebellar-infratentorial approach. The relationship of the tumor to the deep venous system and the splenium of the corpus callosum guides the selection of the most advantageous surgical approach. Posterior displacement of the internal cerebral veins demonstrated on preoperative imaging provides a strong rationale for use of the supracerebellar-infratentorial approach.	[17]	['Medicine']
70	63433658	63433658	Study on Surface Nitriding Current Control for Steel Based on Fuzzy PID	A fuzzy PID controller used to control nitriding current for steel surface was designed through fuzzy PID controller and PID controller.The effects of fuzzy PID controller were also studied.The results show that compared with traditional PID controller,the fuzzy PID controller has better control precision and stability,which can adjust time at 7 s and overshoot for 15 mL.	[15]	['Materials science']
71	202841069	202841069	Positive psychotherapy in work with hospice patients	A special psychosocial programme is described conducted in Arkhangelsk hospice. The programme is based on the approaches and methods of positive psychotherapy, intended for the patients, their relatives and medical staff of the hospice. Two years of the program implementation showed its high effectiveness for all the groups observed.	[17, 21]	['Medicine', 'Psychology']
72	122702985	122702985	Analysis of the energetics of chain-reaction chemical lasers allowing for rotational nonequilibrium	A qualitative and quantitative analysis is made of the energetics of chemical lasers utilizing self-supporting chain processes allowing for rotational nonequilibrium. It is found that the finite nature of the rate of rotational relaxation imposes a fundamental constraint on the possible increase in the specific energy output with increasing rotational quantum number J of the emitting states, predicted by the rotational equilibrium model. The optimal values of J are determined for hydrogen halide lasers. An estimate is given of the influence of rotational nonequilibrium on the energetics of a chain-reaction HF laser for various pulse durations in the range 1 nsec--0.1 ..mu..sec. The results of numerical calculations show that the dynamics of the input signal spectrum in a chain-reaction amplifier has an optimum (giving the maximum energy output).	[8, 19]	['Engineering', 'Physics']
73	122676926	122676926	A segmentation technique to determine fat content in NMR images of beef meat	There is a constant need for new methods of meat-quality evaluation. Recent advances in the area of computer and video processing have created new ways to monitor quality in the food industry. In this paper, we describe an image-processing technique to determine fat content in beef meat. To achieve this, nuclear magnetic resonance (NMR) images of beef meat have been used. The inherent advantages of NMR images are many. Chief among these are unprecedented contrasts between the various structures present in meat, such as muscle, fat, and connective tissue. Moreover, the three-dimensional nature of the NMR method allows the analysis of isolated cross-sectional slices of the meat and the measure of the volumetric content of fat, and it is not limited to measurements of the superficially visible fat. We propose a segmentation algorithm for the detection of fat and a filtering technique to remove intensity inhomogeneities in NMR images, caused by nonuniformities of magnetic field during acquisition. Measurements have been successfully correlated with chemical analysis and digital photography. We also propose a method to quantify the distribution of fat. Our results show that the NMR technique is a promising noninvasive method to determine fat content in meat.	[19]	['Physics']
74	5280301	5280301	Reversal of sensorimotor gating abnormalities in Fmr1 knockout mice carrying a human Fmr1 transgene.	Fragile X syndrome is caused by a CGG trinucleotide repeat expansion of the FMR1 gene. Individuals with fragile X display several behavioral abnormalities including hyperactivity, social anxiety, autistic-like features, impaired cognitive processing, and impaired sensorimotor gating. The Fmr1KO mouse model of fragile X exhibits several related behavioral phenotypes such as increased activity and altered social interactions. Individuals with fragile X also have impaired sensorimotor gating as measured using the prepulse inhibition of startle response. The authors have recently shown that Fmr1KO mice with a yeast artificial chromosome containing the human FMR1 gene have corrected or overcorrected abnormal behaviors including hyperactivity and altered social interactions. Here the authors present results from a study examining abnormal sensorimotor gating in Fmr1KO mice. Consistent with previous findings, Fmr1KO mice have increased prepulse inhibition. The KO mice with the yeast artificial chromosome containing the human FMR1 gene had levels of prepulse inhibition comparable to WT mice, indicating not only a correction of this phenotype, but also clearly demonstrating that in mice levels of the fragile X mental retardation protein regulate sensorimotor gating.	[2, 21]	['Biology', 'Psychology']
75	9378827	9378827	Does family medicine have a professional obligation to play a leading role in pharmaceutical industry-sponsored drug research?: no.	Dr D’Urzo offers an eloquent defence as to why family physicians should engage with the pharmaceutical industry in doing research. But ultimately this is a defence built on a series of false assumptions. To begin, let’s dispense with the notion that there is a flood of new medications that are	[17]	['Medicine']
76	45155600	45155600	Identity and Professional Networking	Despite evidence that large professional networks afford a host of financial and professional benefits, people vary in how motivated they are to build such networks. To help explain this variance, the present article moves beyond a rational self-interest account to examine the possibility that identity shapes individuals’ intentions to network. Study 1 established a positive association between viewing professional networking as identity-congruent and the tendency to prioritize strengthening and expanding one’s professional network. Study 2 revealed that manipulating the salience of the self affects networking intentions, but only among those high in networking identity-congruence. Study 3 further established causality by experimentally manipulating identity-congruence to increase networking intentions. Study 4 examined whether identity or self-interest is a better predictor of networking intentions, providing support for the former. These findings indicate that identity influences the networks people develop. Implications for research on the self, identity-based motivation, and professional networking are discussed.	[21]	['Psychology']
77	118300732	118300732	On topologizable algebras	Let A be a linear associative algebra. By [3] it is always possible to define a topology on A which makes of A a locally convex algebra with separately continuous multiplication (i.e. xα, x, y ∈ A, xα → x implies xαy → xy, yxα → yx). On the other hand (cf. [3]) in general it is not possible to introduce a topology on A which makes of A a locally convex algebra with jointly continuous multiplication (i.e. xα → x, yβ → y ⇒ xαyβ → xy). The aim of this note is to exhibit two examples which continue these investigations. In the first example we construct a commutative algebra which admits no topology. This gives a negative answer to the question raised in [2]. In the second example we construct a topological algebra which admits no locally convex topology. All algebras in this paper will be complex (this condition, however, is not essential). We say that an algebra A is topologizable (topologizable as a locally convex algebra) if there exists a topology on A which makes of A a topological (locally convex) algebra with jointly continuous multiplication. It is easy to see that an algebra A is topologizable if and only if there exists a system V of subset of A (zero-neighbourhoods in A) satisfying (1) ⋂	[16]	['Mathematics']
78	95708741	95708741	The influence of a hydride preflow on the crystalline quality of InP grown on exactly oriented (100)Si	Several microns thick epitaxial InP films have been successfully deposited on exactly oriented (100) Si substrates by metal-organic vapour-phase epitaxy. We have studied the influence of a hydride preflow before buffer growth on the crystalline quality of the InP by measuring the surface roughness, by X-ray diffractometry, TEM and SEM investigations, and by detection of anti-phase-domains. Generally, an AsH3 preflow instead of PH3 improved the crystalline perfection considerably. Furthermore, if AsH3 is introduced only during cool-down between 700 and 900° C after the thermal cleaning step anti-phase-domain free InP is grown.	[15]	['Materials science']
79	20133687	20133687	Impulse control in pigeons.	Pigeons were given a small, immediate food reinforcement for pecking a key, and a larger, delayed reinforcement for not pecking this key. Most subjects pecked the key on more than 95% of trials. However, when pecking a differently colored key at an earlier time prevented this option from becoming available, three of 10 subjects consistently pecked it, thereby forcing themselves to wait for the larger reward. They did not peck the earlier key when it did not prevent this option. This is an experimental example of psychological impulse and a learnable device to control it. Although only a minority of the subjects learned it, the fact that such learning is possible at all argues for a theory of delayed reward that can predict change of preference as a function of elapsing time.	[2, 21]	['Biology', 'Psychology']
80	11511474	11511474	[Relevance of brain prostaglandins to central effects of l-tetrahydropalmatine].	"l-THP isa central depressant. It caused a marked sedation in various animals at 20—40 mg/kg (ip) and a profound sedation with catalepsy in rats at 70—100 mg/kg ( ip) . In this paper the interaction between brain prostaglandins (PGs) and l-THP was studied. 
 After ip l-THP10 mg/kg, the spontaneous locomotor activities (walking, washing and rearing) of rats were decreased, but no catalepsy was found. Previous intraventricular injection (icv) of PGE or PGFpotentiated significantly the depression on the spontaneous locomotor activities of l-THP and induced catalepsy. However, when the brain PGs level had been lowered by ip indomethacin 20 mg/kg×2, the depression of the locomotor activities caused by l-THP 10 mg/kg was not diminished, and catalepsy was facilitated. 
 The radioimmunoassay (sensitivity 0.01 ng) was used for measuring PGE or PGF in brain tissues. In rats or mice given ip l-THP 100 mg/kg, a considerable increment of brain PGF accompanying a profound central effects was observed. The endogenous biosynthesis of PGs in cortex homogenate was not influenced by l–THP (mice, ip 100 mg/kg) and (rats, mM), but was inhibited by indomethacin. The PGs levels in rabbits' CSF were not affected by im l-THP 40 mg/kg. 
 It is deduced that the central inhibitory effects of l-THP is not directly related to brain PGs."	[2, 4, 17]	['Biology', 'Chemistry', 'Medicine']
81	39794630	39794630	Consultant appraisal: serving two masters.	"Sir,

I was interested to read Dr Winearls' editorial on consultant appraisal,1 which was, in the main, a factual report of the current situation and future prospects. However, I would take issue with his views on appraisal of academic clinicians, where he recognizes the need to serve two (if not more) masters but sees the solution as separate appraisal from the two main institutions (NHS and University).

It is clear …"	[17]	['Medicine']
82	62312146	62312146	Effect of Control on Information Systems Development Performance: A Meta-Analysis	Control modes are critical for promoting information systems development (ISD) performance, however the relationship is elusive. Further, control is typically discussed in terms of the use of portfolios of control comprised of both formal (outcome and behavior) and informal (clan and self) mechanisms. Yet, the extent to which formal and informal controls individually relate to both performance and each other is still not fully established. This research utilizes meta-analysis to examine these relationships. The results indicate that control does enhance performance, although the strength of the relationship varies across types of control and different measures of performance. The results also show a significant relationship between formal and informal control modes, providing support for views of complementarities between modes within portfolios of control. It appears, however, that only clan control is positively associated with formal control. Building on these findings we suggest future directions for the study of control in ISD.	[5]	['Computer science']
83	143744644	143744644	Assessing the Effectiveness of Remedial College Courses.	Randomly selected students required to take a remedial English course at a community college were placed in a regular English course on an experimental basis. The experimentally placed students were compared with those who enrolled in a regular course after passing a remedial course and with those who did not require remediation. Comparisons were made on ability, persistence, performance, and satisfaction. The remedial course had no effect on student satisfaction and persistence but a modest effect on subsequent course performance. The experimental methodology described can provide the college researcher with a basis for determining whether there is a need to revise or eliminate current remedial courses.	[7]	['Education']
84	129444934	129444934	Coastal hazards from slope mass movements: Analysis and management approach on the Barlavento Coast, Algarve, Portugal	Abstract The Barlavento Coast, Algarve, Portugal, is dominated by rocky sea-cliffs, cut on Miocene calcarenites which evolves through intermittent and discontinuous events of slope mass movements, along a 46 km cliff front. Here, the main coastal geologic hazards result from the conflict between human occupation and sea-cliff recession. Most of the research on the dynamics of the cliffs has been directed to the risk with the aim of defining long term set-back lines, for a preventive planning of the cliff top occupation. Little attention has been given to the hazard associated with mass movements on bathing beaches backed by sea-cliffs. This article presents the results of a field inventory of 244 slope mass movements single events, collected in a rocky shore with tens of touristic pocket beaches, covering an nineteen year time span (1995–2014). Results show that landslides have seasonal pattern with higher incidence in the period between winter and early spring. More than 15% of movements occur during the Easter holidays (April) and 4% of landslides occur during the official bathing season (June–September). The spatial distribution of landslides shows that only 22% of the mass movements occur in capes and headlands, while 78% occur on the beaches, which demonstrates that the beaches are real hot spots of risk. Based on the size distribution of slope mass movements runout ratio (the ratio between the radius of the base of the cone of and the height of the movement) a table of levels of security and hazard on beaches was built. Security levels enable the definition of cartographic hazard areas on beaches which can be provided to the beach users on information boards at the beach entrance.	[9]	['Environmental science']
85	40484469	40484469	Catastrophic health payments and health insurance: some counterintuitive evidence from one low-income country.	"OBJECTIVES
The purpose of the study is to quantitatively analyze the role of health insurance in the determinants of catastrophic health payments in a low-income country setting.


METHODS
The study uses the most recent publicly available household level data from Zambia collected in 1998 containing detailed information on health care utilization and spending and on other key individual, household, and community factors. An econometric model is estimated by means of multivariate regression.


RESULTS
The main results are counterintuitive in that health insurance is not found to provide financial protection against the risk of catastrophic payments; indeed, insurance is found to increase this risk.


CONCLUSIONS
Reasons for the findings are discussed using additional available information focusing on the amount of care per illness episode and the type of care provided. The key conclusion is that the true impact of health insurance is an empirical issue depending on several key context factors, including quality assurance and service provision oversight."	[17, 20]	['Medicine', 'Political science']
86	31909924	31909924	Speech Noise Cancellation Based on a Neuro-Fuzzy System: Further Improvements		[5]	['Computer science']
87	157508555	157508555	The Reconstruction of Economic Theory		[6]	['Economics']
88	225217923	225217923	C-FOG: Life of Coastal Fog	C-FOG is a comprehensive bi-national project dealing with the formation, persistence, and dissipation (life cycle) of fog in coastal areas (coastal fog) controlled by land, marine, and atmospheric processes. Given its inherent complexity, coastal-fog literature has mainly focused on case studies, and there is a continuing need for research that integrates across processes (e.g., air–sea–land interactions, environmental flow, aerosol transport, and chemistry), dynamics (two-phase flow and turbulence), microphysics (nucleation, droplet characterization), and thermodynamics (heat transfer and phase changes) through field observations and modeling. Central to C-FOG was a field campaign in eastern Canada from 1 September to 8 October 2018, covering four land sites in Newfoundland and Nova Scotia and an adjacent coastal strip transected by the Research Vessel Hugh R. Sharp. An array of in situ, path-integrating, and remote sensing instruments gathered data across a swath of space–time scales relevant to fog life cycle. Satellite and reanalysis products, routine meteorological observations, numerical weather prediction model (WRF and COAMPS) outputs, large-eddy simulations, and phenomenological modeling underpin the interpretation of field observations in a multiscale and multiplatform framework that helps identify and remedy numerical model deficiencies. An overview of the C-FOG field campaign and some preliminary analysis/findings are presented in this paper.	[9]	['Environmental science']
89	29035889	29035889	Increased expression of Toll‐like receptor 4 in peripheral blood leucocytes and serum levels of some cytokines in patients with ankylosing spondylitis	Toll‐like receptor 4 (TLR4) is a member of the Toll‐like receptor family, which can bridge innate and adaptive immune responses. Activation of the TLR4 signalling pathway may induce the release of proinflammatory cytokines such as tumour necrosis factor (TNF)‐α and interleukin (IL)‐12, which was considered to play an important role in pathogenesis of immune‐mediated diseases. Ankylosing spondylitis (AS) is an immune‐mediated disease whose aetiology remains unknown. The aim of the study was to investigate the expression of TLR4 and serum TNF‐α, IL‐12 and soluble tumour necrosis factor‐related apoptosis‐inducing ligand (sTRAIL) level in AS patients. The results indicated that TLR4 protein and mRNA levels were significantly higher in AS patients than in healthy controls; however, there was no significant difference between human leucocyte antigen (HLA)‐B27‐positive and ‐negative AS patients, as well as serum levels of TNF‐α, IL‐12 and sTRAIL. In addition, in HLA‐B27‐positive AS patients, TLR4 level showed close associations with the cytokines and laboratory parameters of disease activity [erythrocyte sedimentation rate (ESR) and plasma C‐reactive protein (CRP)], respectively. Similarly, the strong associations between the cytokines or between IL‐12 and ESR or CRP were observed in HLA‐B27‐positive AS patients. Interestingly, in HLA‐B27‐positive AS patients, TNF‐α correlated significantly with ESR, but did not with CRP. In contrast, sTRAIL correlated with CRP, but did not with ESR. Among HLA‐B27‐negative patients, no close correlation was found. In our study, it was suggested that the abnormal activation of TLR4 signalling and serum TNF‐α, IL‐12 and sTRAIL may play a key role in the development and progression of AS, which may be dependent on the status of HLA‐B27 antigen.	[2, 17]	['Biology', 'Medicine']
90	17582929	17582929	Pulmonary vascular remodeling in congenital heart disease: enhanced expression of heat shock proteins.	In congenital heart disease (CHD), mechanical wall stress by increased pulmonary artery pressure and pulmonary blood flow is believed to play a pivotal role in the pathogenesis of pulmonary plexogenic arteriopathy (PPA). The pathogenesis of this disease that involves significant pulmonary arterial remodelling, is, however, largely unknown. In the systemic circulation, upregulation of HSP-70 and HSP-27 in the arterial wall occurs in response to acute hypertension, whereas HSP-60 and increased titres of anti-HSP-60 antibodies are associated with atherosclerotic vessel disease. We looked for the involvement of HSPs in the stress response of pulmonary endothelial and vascular smooth muscle cells in different abnormal hemodynamic conditions in patients with CHDs. We analyzed the expression pattern of HSP-27, HSP-70 and HSP-60 in lung biopsies of 38 patients with CHD, using immunohistochemistry. These included 4 individuals with an essentially normal pulmonary circulation, who served as controls. Immunoreactivity against HSP-27 and also against HSP-70 was present in the pulmonary endothelium and vascular smooth muscle cells of patients and controls in a similar pattern. In contrast, expression of HSP-60 was absent in pulmonary arteries of both patients and controls. In patients with advanced PPA, cells within plexiform lesions showed strong staining for HSP-27 and HSP-70, but were again negative for HSP-60. The intensity of immunoreactivity against HSP-70 correlated inversely with medial thickness of pre-acinar arteries (r = -0.32; p = 0.04). Expression of HSP-27 and HSP-70 did not correlate with hemodynamic parameters, although immunoreactivity against HSP27 tended to be increased in cases with high pulmonary artery pressure (r = 0.37; p = 0.16) and was highest in patients with flow-associated pulmonary hypertension (p<0.01). HSP-27 and HSP-70, but not HSP-60 are engaged in the stress response of cells of small pulmonary arteries in pulmonary plexogenic arteriopathy. HSP-27 and HSP-70 are increasingly expressed in the advanced proliferative lesions of this disease.	[2, 4, 19]	['Biology', 'Chemistry', 'Physics']
91	159300807	159300807	The Alibi Witness Rule: Sewing Up the Hip Pocket Defense		[13]	['Law']
92	7863971	7863971	An index replication scheme for wireless data broadcasting	Abstract In mobile distributed environment, data broadcasting has many applications because it has two desirable characteristics: energy efficiency and bandwidth efficiency. There have been some researches on the indexing mechanisms for wireless data broadcasting in the past. We first describe the problematic issue in the conventional index replication scheme, and then propose various index replication methods based on three criteria: accessibility , energy efficiency and adjacency . We evaluate the proposed scheme in analytic and experimental ways. We show that the proposed index replication scheme reduces the data access cost of mobile clients in an energy efficient manner. We also discuss the relaxation of the given criteria.	[5, 8]	['Computer science', 'Engineering']
93	129451525	129451525	Geologic map of the Tillie Hall Peak quadrangle, Greenlee County, Arizona, and Grant County, New Mexico		[10, 11]	['Geography', 'Geology']
94	98641085	98641085	Recent Advances in the Synthesis of α-Alkylidene-Substituted δ-Lactones, γ-Lactams and δ-Lactams	α-Alkylidene-substituted δ-lactones and corresponding γ- and δ-lactams constitute important classes of natural compounds that display diverse biological activities. This review gives a brief description of the occurrence and biological activities of the title compounds and then summarizes the methods available for their preparation. Attention is given mainly to the synthetic approaches developed during the last decade, including those from our own research group. The latest developments in the synthesis of nonracemic α-alkylidene-substituted δ-lactones, γ-lactams and δ-lactams are also discussed.	[4]	['Chemistry']
