	doc_id	title	abstract	corpus_id
50	78723a76fbcbf48eafc76336d6d900fdc165d0ea	Mining IC test data to optimize VLSI testing	We describe an application of data mining and decision analysis to the problem of die-level functional test in integrated circuit manufacturing. Integrated circuits are fabricated on large wafers that can hold hundreds of individual chips (“die”). In current practice, large and expensive machines test each of these die to check that they are functioning properly (die-level functional test; DLFT), and then the wafers are cut up, and the good die are assembled into packages and connected to the package pins. Finally, the resulting packages are tested to ensure that the final product is functioning correctly. The purpose of die-level functional test is to avoid the expense of packaging bad die and to provide rapid feedback to the fabrication process by detecting die failures. The challenge for a decisiontheoretic approach is to reduce the amount of DLFT (and the associated costs) while still providing process feedback. We describe a decisiontheoretic approach to DLFT in which historical test data is mined to create a probabilistic model of patterns of die failure. This model is combined with greedy value-of-information computations to decide in real time which die to test next and when to stop testing. We report the results of several experiments that demonstrate the ability of this procedure to make good testing decisions, good stopping decisions, and to detect anomalous die. Based on experiments with historical test data from Hewlett Packard Company, the resulting system has the potential to	2053428
51	730b5bd540c7c76bf0dc7cfb6fd884fa6b697ca5	An experimental digital consumer recorder for MPEG-coded video signals	The concept and real-time implementation of an experimental home-use digital recorder is presented, capable of recording MPEG-compressed video signals. The system has small recording mechanics based on the DVC standard and it uses MPEG compression for trick-mode signals as well. >	33864190
52	7d445f90115d93c8a86df50509332b99aa7c82f1	On the Relationship Between Image and Motion Segmentation	In this paper we present a generative model for image sequences, which can be applied to motion segmentation and tracking, and to image sequence compression. The model consists of regions of relatively constant color that have a motion model explaining their motion in time. At each frame, the model can allow accretion and deletion of pixels. We also present an algorithm for maximizing the posterior probability of the image sequence model, based on the recently introduced Swendsen-Wang Cuts algorithm. We show how one can use multiple cues and model switching in a reversible manner to make better bottom-up proposals. The algorithm works on the 3d spatiotemporal pixel volume to reassign entire trajectories of constant color in very few steps, while maintaining detailed balance.	7539352
53	db55217e6b1002fadd1a428b7e38a4ecac5b3450	Design of a new type of broadband antenna with indoor distribution	Based on the principle of discone antenna, a new type of broadband omnidirectional antenna is presented. According to antenna loading technology, introducing the cone surface profile of the broken line structure and short-circuit load of ways which use three short-circuit branches improve the low-frequency electrical characteristics of the antenna and the bandwidth. A very good miniaturization is achieved which reduces the total size. The physical antenna is produced. The calculated and measured VSWR patterns seem to be in good agreement with each other. The VSWR is less than 1.5 at 800MHz-2600MHz. H plane has an ominidirectional radiation pattern. As to small size and low cost, it will have good market prospects.	36556025
54	f1df5f74477658df45814743f2e605656e8ac16e	See the Forest for the Trees: Joint Spatial and Temporal Recurrent Neural Networks for Video-Based Person Re-identification	Surveillance cameras have been widely used in different scenes. Accordingly, a demanding need is to recognize a person under different cameras, which is called person re-identification. This topic has gained increasing interests in computer vision recently. However, less attention has been paid to video-based approaches, compared with image-based ones. Two steps are usually involved in previous approaches, namely feature learning and metric learning. But most of the existing approaches only focus on either feature learning or metric learning. Meanwhile, many of them do not take full use of the temporal and spatial information. In this paper, we concentrate on video-based person re-identification and build an end-to-end deep neural network architecture to jointly learn features and metrics. The proposed method can automatically pick out the most discriminative frames in a given video by a temporal attention model. Moreover, it integrates the surrounding information at each location by a spatial recurrent model when measuring the similarity with another pedestrian video. That is, our method handles spatial and temporal information simultaneously in a unified manner. The carefully designed experiments on three public datasets show the effectiveness of each component of the proposed deep network, performing better in comparison with the state-of-the-art methods.	483922
55	b2597f8d137b86920156b73fc9d6e3e64d597438	Detection of groups in crowd considering their activity state	In this paper, we focus on the problem of group detection in crowd, which is a task of partitioning a set of pedestrians in a scene into small subsets called groups based on their trajectories. Most of previous methods use only a single model for representing a relationship between trajectories of pedestrians who belong to the same group. However, such relationship would vary depending on the activity state (e.g. walking together, approaching, splitting, and so on) of the group. In this paper, we propose a novel group detection method which can cope with a variation of groups' activity state. The proposed method constructs different models for each activity state in order to appropriately evaluate the relationship of pedestrians' trajectories. In addition, our method regards groups' activity state as hidden variables and estimates their probability distributions, which is used for integrating the constructed models. The proposed method outperforms existing methods in the experiment on the public dataset.	1903712
56	03ae4bb406203a06bd1c905c6932a8bc4a358fc4	On-line one-class support vector machines. An application to signal segmentation	We describe an efficient algorithm to sequentially update a density support estimate obtained using one-class support vector machines. The solution provided is an exact solution, which proves to be far more computationally attractive than a batch approach. This deterministic technique is applied to the problem of audio signal segmentation, with simulations demonstrating the computational performance gain on toy data sets, and the accuracy of the segmentation on audio signals.	7752890
57	69b5b79a7b3cc467400c90dcfad99473628827b3	Fashion design conception based on female physical attractiveness	The objective of the study was to provide a new perspective and entry point for creative fashion design. Through analyzing the historical evolution of female physical attractiveness, the interactive evolution of physical beauty and clothing popularity is summarized since ancient Greece to the 21st century. Three basic design techniques, involving bareness, reproduction and exaggeration, which are used in the expression of physical beauty, were put forward. The design process based on the ideal of female physical beauty was described, including decision making of the popular features of physical beauty, the choice of design techniques, and the application of principles and elements of design.	40943467
58	f0daad6d74949df9614369d77497bdd7cb433096	An energy-based framework for dense 3D registration of volumetric brain images	In this paper we describe a new method for medical image registration. The registration is formulated as a minimization problem involving robust estimators. We propose an efficient hierarchical optimization framework which is both multiresolution and multigrid. An anatomical segmentation of the cortex is introduced in the adaptive partitioning of the volume on which the multigrid minimization is based. This allows to limit the estimation to the areas of interest, to accelerate the algorithm, and to refine the estimation in specified areas. Furthermore we introduce a methodology to constrain the registration with landmarks such as anatomical structures. The performances of this method are objectively evaluated on simulated data and its benefits are demonstrated on a large database of real acquisitions.	18179147
59	c27542c7e94b6d54cf562895ba9553969c3c0217	SAR Image Despeckling Based on the Nonlocally Centralized Sparse Representation Model	In this paper, a novel SAR image despeckling method based on the nonlocal centralized sparse representation (NCSR) is presented. NCSR model is initially proposed for image restoration, exhibiting excellent denoising performance for nature images corrupted by additive Gaussian noise. However, SAR images, whose speckle noise is multiplicative and follows non-Gaussian distribution, are very different from the nature images. Considering the properties of speckle, SAR images are pre-processed, and then based on the generalized likelihood ratio (GLR) criteria, a new metric function is developed for acquiring a better estimates of the sparse coding coefficients of each corresponding noiseless SAR image patch. Experimental results show that the proposed method has a good capability of speckle smoothing in homogeneous region, as well as edge and texture preservation.	15589937
60	b4945d3acf1335696dd4514ab94b4eac28fc635d	SOM-based similarity index measure: quantifying interactions between multivariate structures	This work addresses the issue of quantifying asymmetric functional relationships between signals. We specifically consider a previously proposed similarity index that is conceptually powerful, yet computationally very expensive. The complexity increases with the square of the number of samples in the signals. In order to counter this difficulty, a self-organizing map that is trained to model the statistical distribution of the signals of interest is introduced in the similarity index evaluation procedure. The SOM based technique is equally accurate, but computationally less expensive compared to the conventional measure. These results are demonstrated by comparing the original and SOM-based similarity index approaches on synthetic chaotic signal and real EEG signal mixtures.	14120461
61	13ed445f604b853e31bcd17e496810a4260eb766	Split and merge data association filter for dense multi-target tracking	Bayesian target tracking methods consist in filtering successive measurements coming from a detector. In the presence of clutter or multiple targets, the filter must be coupled with an association procedure. The classical Bayesian multitarget tracking methods rely on the hypothesis that a target can generate at most one measurement per scan and that a measurement originates from at most one target. When tracking a high number of deformable sources, the previous assumptions are often not met that leads to the failure of the existing methods. Here, we propose an algorithm which allows to perform the tracking in the cases when a single target generates several measurements or several targets generate a single measurement. The novel idea presented in this paper is the introduction of a set that we call virtual measurement set which supersedes and extends the set of measurements. This set is chosen to optimally fit the set of the predicted measurements at each time step. This is done in two stages: i) a set of feasible joint association events is built from virtual measurements that are created by successively splitting and merging the real measurements; ii) the joint probability is maximized over all feasible joint association events. The method has been tested on microscopy image sequences which typically contains densely moving objects and gives satisfactory preliminary results.	9633276
62	95a758a9e246a4064747da3833d505334aaf71fd	2875 nm Lasing From Ho3+-Doped Fluoroindate Glass Fibers	Ho<sup>3+</sup>-doped fluoroindate glass fibers (FIGFs) based on InF<sub>3</sub>-GaF<sub>3</sub>-ZnF<sub>2</sub>-BaF<sub>2</sub>-SrF<sub>2</sub>-YF<sub>3</sub>-LiF-PbF<sub>2</sub> glasses were fabricated by using a rod-in-tube method. By using a 92-cm-long Ho<sup>3+</sup>-doped FIGF as the gain medium and a 1120-nm fiber laser as the pump source, lasing at 2875 nm was obtained for a threshold pump power of 278 mW. By further increasing the pump power to 1224 mW, the obtained maximum output power was about 54.5 mW. The corresponding slope efficiency was about 6%. To the best of our knowledge, this is the first time to report lasing at 2875 nm from Ho<sup>3+</sup>-doped FIGFs.	11578065
63	2eae4b79d36d9cf4fd1ec4de7d4c716e3fc970ea	Metrology in uncalibrated images given one vanishing point	In this paper, we describe how 3D Euclidean measurements can be made in a pair of uncalibrated images, when only minimal geometric information are available in the image planes. This minimal information consists of a line in a reference plane, and the vanishing point orthogonal to it. Given such limited information, we show that the length ratio of two objects perpendicular to the reference plane can be expressed as a function of the camera intrinsic parameters. Assuming that the camera intrinsic parameters remain invariant between two views, we perform Euclidean metric measurements directly in the perspective images.	14308505
64	fa642fd2c1eaa68fe94d23ac4bd96e9165eaf4aa	Super-Resolution From Unregistered and Totally Aliased Signals Using Subspace Methods	In many applications, the sampling frequency is limited by the physical characteristics of the components: the pixel pitch, the rate of the analog-to-digital (AID) converter, etc. A low- pass filter is usually applied before the sampling operation to avoid aliasing. However, when multiple copies are available, it is possible to use the information that is inherently present in the aliasing to reconstruct a higher resolution signal. If the different copies have unknown relative offsets, this is a nonlinear problem in the offsets and the signal coefficients. They are not easily separable in the set of equations describing the super-resolution problem. Thus, we perform joint registration and reconstruction from multiple unregistered sets of samples. We give a mathematical formulation for the problem when there are M sets of N samples of a signal that is described by L expansion coefficients. We prove that the solution of the registration and reconstruction problem is generically unique if MN ges L + M - 1. We describe two subspace-based methods to compute this solution. Their complexity is analyzed, and some heuristic methods are proposed. Finally, some numerical simulation results on one- and two-dimensional signals are given to show the performance of these methods.	14610404
65	3d4380d50f1203f9d60b5f4cdb8fcff8a7bf614e	Multi-generation-robust Coding with JPEG XS	The JPEG committee (formally, ISO SC29 WG1) is currently standardizing a lightweight mezzanine codec for video over IP transport under the name JPEG XS. A particular challenging design constraint of this codec is multi-generation robustness, that is the necessity to minimize the error built-up under multiple re-compression cycles. In this paper, we discuss the sources of such errors, how they are avoided in the JPEG XS design and compare the multi-generation robustness of JPEG XS with that of other codecs.	32986247
66	15defb6e1f1f3cf73baac4e526096d74a19fcc7a	Area efficient, high-speed VLSI design for EBCOT block coder in JPEG 2000	With the growth in multimedia technology, demand for highspeed real time image compression system has also increased. JPEG 2000 standard is developed to cater such application requirements. However, the sequential execution of the bit plane coder (BPC) used in this standard consumes more clock cycles. To improve the performance of the BPC, a new concurrent context modeling technique is proposed in this paper. To study number of context generated in each clock cycle, analysis is carried out on five ISO grayscale images with size 512 × 512. The study revealed that about 58% of time more than 4 contexts are generated in one clock. Therefore, a new concurrent context coding architecture is proposed in this paper. It is implemented on Startix FPGA and the hardware requirement is reduced significantly, compared to similar architectures. Moreover, number of clock cycles required to encode a bit plane is reduced by 10% and it is minimum 2.5 times faster than the similar designs in existence. This design operates at 164.47 MHz, which makes it compatible for encoding HDTV 1920 × 1080 4:2:2 at 39 frames per second.	15671008
67	bde4d3eea849a38c5f260ba421a2ef3808760998	NMF-based multiple pitch estimation using sparseness and inter-frame continuity constraints	This paper proposes NMF-based (non-negative matrix factorization) multiple pitch estimation algorithm. The approach of NMF-based multiple pitch estimation is to decompose input magnitude spectrogram into sum of basis spectra representing individual pitches. In decomposing music signals, the amplitude of basis spectra should have sparseness, and the shape of amplitude should be continuous between neighbor temporal frames. We introduce the constraint using matrix norm to enforce these characteristic at once and propose new NMF algorithm for spectral decomposition with this constraint. The evaluation of solo piano music shows this algorithm can implement more robust pitch estimation in the place which input spectrum has certain different shape from basis spectra or the shape of input spectrum has temporal change.	17390698
68	3a1399533d6833bdb787c189eb91f25229cd511d	Image enhancement using multiscale differential operators	Differential operators have been widely used for multiscale geometric descriptions of images. Efficient computation of these differential operators can be obtained by taking advantage of the spline techniques. We make use of a special class of these operators for image enhancement, with a particular application to chromosome image enhancement. These operators constitute a translation invariant wavelet transform well suited for the structural description of chromosome geometry. Based on the fact that the geometrical features like edges are correlated between different scales in the representation, a novel algorithm is designed to enhance the salient features of the image. Comparisons of this algorithm with other approaches are presented.	16816081
69	0a51fe3107d8d778326abe1287dbf3448991d6d7	Edge-sensitive image restoration using order-constrained least squares methods	In this paper we consider a novel technique for the restoration of noise corrupted images, using order-constrained least squares methods. The restoration process uses a moving cross-shaped filter window, within which two operations are combined. The first operation consists of simple hypothesis tests for the presence of an edge of some minimal height δ, crossing the center of the window. The second operation computes the window output as the order-constrained least squares fit of the windowed values (if an edge is deemed to be present), or simply the average (if no edge is present). The new technique is applied to some actual noise corrupted images, and the results are compared to the results of applying similarly configured median and averaging filters. Some computational considerations and comparisons are discussed at the end of the paper.	9041530
70	273ebdbefd2b0d9653491fed7bb7fb9c645a7171	Spatial/spectral endmember extraction by multidimensional morphological operations	Spectral mixture analysis provides an efficient mechanism for the interpretation and classification of remotely sensed multidimensional imagery. It aims to identify a set of reference signatures (also known as endmembers) that can be used to model the reflectance spectrum at each pixel of the original image. Thus, the modeling is carried out as a linear combination of a finite number of ground components. Although spectral mixture models have proved to be appropriate for the purpose of large hyperspectral dataset subpixel analysis, few methods are available in the literature for the extraction of appropriate endmembers in spectral unmixing. Most approaches have been designed from a spectroscopic viewpoint and, thus, tend to neglect the existing spatial correlation between pixels. This paper presents a new automated method that performs unsupervised pixel purity determination and endmember extraction from multidimensional datasets; this is achieved by using both spatial and spectral information in a combined manner. The method is based on mathematical morphology, a classic image processing technique that can be applied to the spectral domain while being able to keep its spatial characteristics. The proposed methodology is evaluated through a specifically designed framework that uses both simulated and real hyperspectral data.	16839562
71	000ca2337959a2e17572bf0c10864d69c961edf6	A method of upscaling ground measurements of Leaf Area Index based on Taylor Series expansion Model	The ground measurements of Leaf Area Index (LAI) are usually used to validate the LAI estimated using remote sensing observations. The main problem encountered in the validation is the scale mismatch between the sampling area of ground measurements and coarse-resolution image pixel, especially when those sampling area are not ideal homogenous. This study introduced a new approach of upscaling ground measurements to the coarse-resolution scale for the validation of LAI estimations. This upscaling method was based on the Taylor Series expansion Model (TSM). The high-resolution images were used to provide auxiliary information at the sub-pixel scale of coarse-resolution image pixel. The possible error associated with this method is derived from the neglection of the third- and higher-order TSM terms and the uncertainty of the empirical model. The upscaled ground measurements with upscaling error smaller than half of eigenaccuracy could be used for validation of LAI estimations with coarse resolution.	289954
72	5cd5c8118343eea996c51176e491a458355fbcd0	Intelligent Instruments: Discovering How to Turn Spectral Data into Information	The Optical Plume Anomaly Detection (OPAD) program at the NASA Marshall Space Flight Center is using plume spectroscopy for the diagnosis of the Space Shuttle Main Engines. A challenging part of this program is matching high resolution spectral data with a physicist's model of spectroscopy to produce estimates of metallic erosion through the plume. This paper describes the discovery process used in doing this. The physicist's model had to be debugged in order to discover the various instrument characteristics, discover critical elements of the data, and in general perform exploratory analysis to understand the instrument and the data it produces. This model gives us strong prior knowledge, however, this needs to be incorporated with care. We had to use a range of statistical techniques in our analysis, including one-dimensional super-resolution to determine the instrument response function. The paper concludes with a discussion of the role of discovery in building intelligent instruments that turn real-time data into useful information.	9917088
73	e31a7c5404e84eb20c0725e8464b780db3a7aeae	A Comprehensive Survey on Three-Dimensional Mesh Watermarking	Three-dimensional (3-D) meshes have been used more and more in industrial, medical and entertainment applications during the last decade. Many researchers, from both the academic and the industrial sectors, have become aware of their intellectual property protection and authentication problems arising with their increasing use. This paper gives a comprehensive survey on 3-D mesh watermarking, which is considered an effective solution to the above two emerging problems. Our survey covers an introduction to the relevant state of the art, an attack-centric investigation, and a list of existing problems and potential solutions. First, the particular difficulties encountered while applying watermarking on 3-D meshes are discussed. Then we give a presentation and an analysis of the existing algorithms by distinguishing them between fragile techniques and robust techniques. Since attacks play an important role in the design of 3-D mesh watermarking algorithms, we also provide an attack-centric viewpoint of this state of the art. Finally, some future working directions are pointed out especially on the ways of devising robust and blind algorithms and on some new probably promising watermarking feature spaces.	7199412
74	363f116e17e4d98773fffe5ede8b5a626b0d9453	Social risk and depression: Evidence from manual and automatic facial expression analysis	Investigated the relationship between change over time in severity of depression symptoms and facial expression. Depressed participants were followed over the course of treatment and video recorded during a series of clinical interviews. Facial expressions were analyzed from the video using both manual and automatic systems. Automatic and manual coding were highly consistent for FACS action units, and showed similar effects for change over time in depression severity. For both systems, when symptom severity was high, participants made more facial expressions associated with contempt, smiled less, and those smiles that occurred were more likely to be accompanied by facial actions associated with contempt. These results are consistent with the “social risk hypothesis” of depression. According to this hypothesis, when symptoms are severe, depressed participants withdraw from other people in order to protect themselves from anticipated rejection, scorn, and social exclusion. As their symptoms fade, participants send more signals indicating a willingness to affiliate. The finding that automatic facial expression analysis was both consistent with manual coding and produced the same pattern of depression effects suggests that automatic facial expression analysis may be ready for use in behavioral and clinical science.	10800354
75	84e71215e3aa95d78e7b3c667069a6e7e544d0ed	Complexity in nonlinear delayed feedback oscillator with silicon Mach-Zehnder modulator	We report the complex dynamics observed in a nonlinear delayed feedback oscillator with silicon Mach-Zehnder electro-optic modulator. Period-doubling bifurcation, period-three signal, virtual chimera states and chaotic signal are observed.	22035979
76	d1bc9a2b4b67e0fa9e231bcc49e226ba7cfffa6f	Graph-cut optimization of the ratio of functions and its application to image segmentation	Optimizing the ratio of two functions of binary variables is a common task in many image analysis applications. In general, such a ratio is not amenable to graph-cut based optimization. In this paper, we show that if the numerator and the denominator of a ratio are individually graph- representable functions, then their ratio can be optimized via graph-cut based technique. As an example of such a ratio function we choose Yezzi et al.'s energy function (A. Yezzi et al., 1999), minimization of which produces a binary labeling of an image. Through examples, we illustrate the advantage of working with graph-cut-based optimization for the aforementioned ratio in finding a global solution as opposed to the local solutions found by level set methods proposed in (A. Yezzi et al., 1999).	16253047
77	be7963f5e46301e3b21d09df528fe36bba68094a	Globally convergent ordered subsets algorithms: application to tomography	We present new algorithms for penalized-likelihood image reconstruction: modified BSREM (block sequential regularized expectation maximization) and relaxed OS-SPS (ordered subsets separable paraboloidal surrogates). Both of them are globally convergent to the unique solution, easily incorporate convex penalty functions, and are parallelizable-updating all voxels (or pixels) simultaneously. They belong to a class of relaxed ordered subsets algorithms. We modify the scaling function of the existing BSREM (De Pierro and Yamagishi, 2001) so that we can prove global convergence without previously imposed assumptions. We also introduce a diminishing relaxation parameter into the existing OS-SPS (Erdogan and Fessler, 1999) to achieve global convergence. We also modify the penalized-likelihood function to enable the algorithms to cover a zero-background-event case. Simulation results show that the algorithms are both globally convergent and fast.	13913828
78	ff8d1aa95f02122aa3b687a117d339f07a80d790	Analysis of the Correlation between Local Field Potentials and Neuronal Firing Rate in the Motor Cortex	Neuronal firing rate has been the signal of choice for invasive motor brain machine interfaces (BMI). The use of local field potentials (LFP) in BMI experiments may provide additional dendritic information about movement intent and may improve performance. Here we study the time-varying amplitude modulated relationship between local field potentials (LFP) and single unit activity (SUA) in the motor cortex. We record LFP and SUA in the primary motor cortex of rats trained to perform a lever pressing task, and evaluate the correlation between pairs of peri-event time histograms (PETH) and movement evoked local field potentials (mEP) at the same electrode. Three different correlation coefficients were calculated and compared between the neuronal PETH and the magnitude and power of the mEP. Correlation as high as 0.7 for some neurons occurred between the PETH and the mEP magnitude. As expected, the correlations between the single trial LFP and SUV are much lower due to the inherent variability of both signals	4717571
79	86a1383463dabd9577b69a626923669e52555bf2	Efficient Operator for Local Energy Measurements to Enhance an Image Signal	For real-time imaging with digital video cameras and high-quality display with TV systems, the obtained picture quality including visibility of details, local contrast, and absence of artifacts, is very important to ensure user quality acceptance. We present a multi-window real-time high-frequency enhancement scheme, in which gain is a non-linear function of the detail energy. Then we discuss the computation of commonly used local energy measurements and show that a selection of those measurements can be calculated efficiently. In our first contribution, we propose a new local energy measurement APS that can be calculated more efficiently than the existing metrics in a 2-D-separable fashion. In addition, we also show that the new APS measurement gives better performance than standard energy measurements. The second contribution is the use of local contrast and a modified contrast gain formula that can substantially improve the overall algorithm performance, especially when a high-level contrast enhancement is desired. Our algorithm trades off between added contrast and “halo” artifacts, resulting in a good balance between visibility of details and an acceptable level of artifacts. The new scheme can be successfully applied to cameras and TV systems to improve their visual quality.	7501149
80	6297baec9728d9477c1501df9597b7811efa5bf1	Which ranking metric is optimal? With applications in image retrieval and stereo matching	Euclidean metric is frequently used in computer vision, mostly ad-hoc without any justification. However we have found that other metrics like a double exponential or Cauchy metric provide better results, in accordance with the maximum likelihood approach. In this paper we experiment with different modeling functions for similarity noise and compute the accuracy of different methods using these modeling functions in two kinds of applications: content-based image retrieval from a large database and stereo matching. We provide a way to determine the modeling distribution which fits best the similarity noise distribution according to the ground truth. In the optimum case, when one has chosen the best modeling distribution, its corresponding metric will give the best ranking results for the ground truth provided.	2334942
81	86b5b41139a20db1656eed6a5801f90296c84b09	Performance Guaranteed Network Acceleration via High-Order Residual Quantization	Input binarization has shown to be an effective way for network acceleration. However, previous binarization scheme could be regarded as simple pixel-wise thresholding operations (i.e., order-one approximation) and suffers a big accuracy loss. In this paper, we propose a highorder binarization scheme, which achieves more accurate approximation while still possesses the advantage of binary operation. In particular, the proposed scheme recursively performs residual quantization and yields a series of binary input images with decreasing magnitude scales. Accordingly, we propose high-order binary filtering and gradient propagation operations for both forward and backward computations. Theoretical analysis shows approximation error guarantee property of proposed method. Extensive experimental results demonstrate that the proposed scheme yields great recognition accuracy while being accelerated.	20799266
82	260c8b8472a06b4eef7a1edcb702383913b0d26d	Edge of Chaos and Prediction of Computational Power for Neural Microcircuit Models		59969679
83	1c2a0d990f963ab44850e14551a2bccd5a91172b	Locally adaptive fuzzy pulmonary vessel segmentation in contrast enhanced CT data	Pulmonary vascular tree segmentation is the fundamental basis for different applications, such as the detection and visualization of pulmonary emboli (PE). Such an application requires an accurate and reliable segmentation of pulmonary vessels with varying diameters. We present a novel fuzzy approach to pulmonary vessel segmentation in contrast enhanced computed tomography (CT) data that considers a radius estimate of the current vessel to adapt the segmentation parameters. Hence, our method allows to capture even vessels with small diameters while suppressing leakage into surrounding structures in close proximity of vessels with large diameters. The method has been evaluated on different chest CT scans of patients referred for PE and demonstrates promising results. For quantitative validation, randomly selected sub-volumes that have been semi-automatically segmented by a medical expert have been used as reference to compare the locally adaptive method against the same method with global parameters.	30951222
84	52bcc466afbdbe0b40be656bd19354fc5f225ced	Stereoscopic video streaming with end-to-end modeling	In this work, we propose a stereoscopic video streaming system that uses rateless codes (Raptor codes) as the error protection scheme. Initially, we model the rate-distortion (RD) curve of video encoder and performance of channel codec. Then, we estimated the distortion on the stereoscopic video quality caused by packet losses. Finally, analytical models and estimated single packet loss distortions are used to minimize the end-to-end distortion and obtain optimal encoder bit rates and unequal error protection (UEP) rates. The simulation results clearly demonstrates the significant quality gain against the non-optimized schemes.	18997659
85	b4b37e3d5be1fc69d75d165510be33c7dbb5acb0	An MPEG-7 Extension for Describing Visual Impairments	Analysing the condition of audiovisual essence is an important step in audiovisual production and preservation. Standardised impairment description of audiovisual media is a pre-requisite for system interoperability between content digitisation, documentation, management, restoration, production and delivery systems.We analyse existing capabilities for describing impairment in audiovisual metadata standards. Because of its unique detailed spatiotemporally structured description capabilities we have selected MPEG-7 as the basis for visual impairment description. Following the approach for audio quality description, we define a general description scheme for visual impairments, which allows representing defect events and statistical quality measures. For certain defects, more specialised descriptors are proposed. In addition, we define a comprehensive classification scheme for visual impairments.	12161577
86	341da40024811f91723e755f9cd060e4128d8e6e	Joint 2-D DOA Estimation via Sparse L-shaped Array	In this paper, we address the problem of estimating the two-dimensional (2-D) directions of arrival (DOA) of multiple signals, by means of a sparse L-shaped array. The array consists of one uniform linear array (ULA) and one sparse linear array (SLA). The shift-invariance property of the ULA is used to estimate the elevation angles with low computational burden. The signal subspace is constructed by the cross-covariance matrix (CCM) of the received data without implementing eigendecomposition. The source waveforms are then obtained by the estimated elevation angles, which together with each sensor of the SLA, considered as a linear regression model, is used to estimate the azimuth angle by the modified total least squares (MTLS) technique. Our new algorithm yields correct parameter pairs without requiring the computationally expensive pairing operation, and therefore, has at least two advantages over the previous L-shaped array based algorithms: less computational load and better performance due to the use of SLA and CCM. Expressions for the asymptotic mean-squared error (MSE) of the 2-D DOA estimates are derived. Simulation results show that our method provides accurate and consistent 2-D DOA estimation results that could not be obtained by the existing methods with comparable computational complexity.	17041713
87	48022cf3985eaab3325ec52e5caeab021dd1f889	The relationship between instantaneous frequency and time-frequency representations	The relationship between instantaneous frequency estimation based on the derivative of the phase of the analytic signal and the first moment of the general time-frequency representation from Cohen's (1989) class is given in the continuous- and discrete-time domains. Application of the standard linear definition of first moment to discrete-time-frequency representations leads to biased instantaneous frequency estimators with high variance. To correct this problem, it is shown that periodic (circular) definitions of moments must be used to account for the periodization of the frequency variable due to sampling. >	15576163
88	73792934c7103c60487d22ae29bc83e375bf4984	A recurrent neural architecture mimicking cortical preattentive vision systems		13336579
89	5d52cb62b7441478d879ff631f8abe84616abc3f	Optimal Control of End-User Energy Storage	An increasing number of retail energy markets show price fluctuations, providing users with the opportunity to buy energy at lower than average prices. We propose to temporarily store this inexpensive energy in a battery, and use it to satisfy demand when energy prices are high, thus allowing users to exploit the price variations without having to shift their demand to the low-price periods. We study the battery control policy that yields the best performance, i.e., minimizes the total discounted costs. The optimal policy is shown to have a threshold structure, and we derive these thresholds in a few special cases. The cost savings obtained from energy storage are demonstrated through extensive numerical experiments, and we offer various directions for future research.	2946940
90	abce1d46d2fc4e03892bc52aa560cf8855fa38bb	Performance characterization of triple-junction GaAs Solar Cell with double layers AR-coating and Sub-Wavelength AR-coating	The reflective spectrum and the incident angle effects of double-layers AR-coating and Sub-Wavelength AR-coating on the triple-junction GaAs Solar Cell are characterized by short-circuit current (I<sub>sc</sub>), open-circuit voltage (V<sub>oc</sub>), and conversion efficiency (η).	13439966
91	585c9f94e81c4c4a57e60d5b9167322d7e62f796	Virtual View Reconstruction Using Temporal Information	The most significant problem in generating virtual views from a limited number of video camera views is handling areas that have become dis-occluded by shifting the virtual view away from the camera view. We propose using temporal information to address this problem, based on the notion that dis-occluded areas may have been seen by some camera in some previous frames. We formulate the problem as one of estimating the underlying state of the object in a stochastic dynamical system, given a sequence of observations. We apply the formulation to improving the visual quality of virtual views generated from a single “color plus depth” camera, and show that our algorithm achieves better results than depth image based rendering using standard inpainting.	2886743
92	3d800e0259af9fe10936f0c6911a8b33c879c147	Image restoration and edge extraction based on 2-D stochastic models	In this paper, we consider application of 2-D stochastic models discussed in [1] to develop noncausal FIR filters for restoration of images degraded by additive white noise. The semicausal model of [1] is used to design masks for edge extraction from the noisy images. The results presented here indicate that good restorations and robust edge detection are possible using relatively simple algorithms.	46088597
93	8158c952942ba3e654d303583f32a6cb36bc15e3	Elastic shape registration using an incremental free form deformation approach with the ICP algorithm	Our paper handles the elastic shape registration by combining the incremental free form deformation (IFFD) with the point-based registration technique using the sum of least squares method. The iterative closest point (ICP) algorithm is used as criteria to establish point correspondences in each level of the IFFD framework. The IFFD control lattice resolution is increased step by step to achieve a satisfactory deformation of the source shape to exactly match the target boundaries. Our point-based registration is based on least squares that measure the Euclidean distance between source and target boundaries in addition to the shape constrains. The minimization gives a closed form solution of the lattice control points positions. Promising results will be demonstrated for closed and open shapes and structures. The approach can also work for structures that contain multiple parts without any problems.	9855620
