	doc_id	corpus_id	title	abstract	venue	n_citations	log_citations
29	132261503	132261503	Peculiar features of the low latitude and midlatitude ionospheric response to the St. Patrick's Day geomagnetic storm of 17 March 2015	The current study aims at investigating and identifying the ionospheric effects of the geomagnetic storm that occurred during 17 19 March 2015. Incidentally, with SYM H hitting a minimum of 232 nT, this was the strongest storm of the current solar cycle 24. The study investigates how the storm has affected the equatorial, low latitude, and midlatitude ionosphere in the American and the European sectors using available ground based ionosonde and GPS TEC (total electron content) data. The possible effects of prompt electric field penetration is observed in both sectors during the main phase of the storm. In the American sector, the coexistence of both positive and negative ionospheric storm phases are observed at low latitudes and midlatitudes to high latitudes, respectively. The positive storm phase is mainly due to the prompt penetration electric fields. The negative storm phase in the midlatitude region is a combined effect of disturbance dynamo electric fields, the equatorward shift of the midlatitude density trough, and the equatorward compression of the plasmapause in combination with chemical compositional changes. Strong negative ionospheric storm phase is observed in both ionosonde and TEC observations during the recovery phase which also shows a strong hemispherical asymmetry. Additionally, the variation of equatorial ionization anomaly as seen through the SWARM constellation plasma measurements across different longitudes has been discussed. We, also, take a look at the performance of the IRI Real Time Assimilative Mapping during this storm as an ionospheric space weather tool.		57	4.043000221252441
30	25287517	25287517	Locoregional Recurrence by Tumor Biology in Breast Cancer Patients after Preoperative Chemotherapy and Breast Conservation Treatment	Purpose The purpose of this study is to determine whether breast cancer subtype can affect locoregional recurrence (LRR) and ipsilateral breast tumor recurrence (IBTR) after neoadjuvant chemotherapy (NAC) and breast conserving therapy (BCT) Materials and Methods We evaluated 335 consecutive patients with clinical stage II III breast cancer who received NAC plus BCT from 2002 to 2009. Patients were classified according to six molecular subtypes: luminal A (hormone receptor [HR]/HER2 /Ki 67 15% n=113) luminal B1 (HR+/HER2 /Ki 67 15% n=33) luminal B2 (HR+/HER2+ n=83) HER2 with trastuzumab (HER2[T+ (HR /HER2+/use of trastuzumab, n=14) HER2 without trastuzumab (HER2[T (HR /HER2+ n=31) and triple negative (TN) (HR /HER2 n=61) Results After a median follow up period of 7.2 years, 26 IBTRs and 37 LRRs occurred. The 5 year LRR free survival rates were luminal A, 96.4% B1, 93.9% B2, 90.3% HER2(T+ 92.9% HER2(T 78.3% and TN, 79.6% The 5 year IBTR free survival rates were luminal A, 97.2% B1, 93.9% B2, 92.8% HER2(T+ 92.9% HER2(T 89.1% and TN, 84.6% In multivariate analysis, HER2(T (IBTR: hazard ratio, 4.2; p=0.04 and LRR: hazard ratio, 7.6; p 0.01) and TN subtypes (IBTR: hazard ratio, 6.9; p=0.01 and LRR: hazard ratio, 8.1; p 0.01) were associated with higher IBTR and LRR rates. A pathologic complete response (pCR) was found to show correlation with better LRR and a tendency toward improved IBTR controls in TN patients (IBTR, p=0.07; LRR, p=0.03) Conclusion The TN and HER2(T subtypes predict higher rates of IBTR and LRR after NAC and BCT. A pCR is predictive of improved IBTR or LRR in TN subtype.	Cancer research and treatment official journal of Korean Cancer Association	36	3.5840001106262207
31	44246827	44246827	Poster: Comparative study of EM MAC and TSCH/orchestra for IoT	Multichannel Medium Access Control (MAC) protocols for IoT can potentially improve network performance. Therefore, a considerable number of such protocols have been proposed in the last decade, ranging from slotted synchronous to contention based asynchronous multichannel protocols. In this paper two of the most representative multichannel MAC layer protocols are compared: Time Slotted Channel Hopping (TSCH) using the Orchestra scheduling algorithm, and Energy Efficient Multichannel MAC (EM MAC) The performance of these protocols is assessed under different traffic loads and node densities using the standard IPv6 Routing Protocol for Low Power and Lossy Networks (LLNs) i.e. RPL. The results show the cross layer interaction between the RPL protocol and the multichannel MAC schemes under study. Moreover, it can be generally appreciated that TSCH/Orchestra performs better in terms of Packet Delivery Ratio (PDR) whereas EM MAC exhibits lower power consumption. These characteristics reveal the suitability of these protocols for different IoT applications.	2016 Symposium on Communications and Vehicular Technologies (SCVT)	4	1.3860000371932983
32	206694985	206694985	Cost Sensitive Two Stage Depression Prediction Using Dynamic Visual Clues	This paper presents a novel and effective approach to depression recognition in the visual modality of videos, which automatically predicts the depression level through two cost sensitive stages. It delivers an improved solution in two ways compared with other vision based methods. On the one hand, current techniques regard depression recognition as either a classification or a regression problem, which tends to incur overfitting due to the high complexity of the model and the limited number of training samples. To handle such an issue, we propose a two stage framework consisting of a coarse classifier and a fine regressor. The former makes use of a set of linear functions, corresponding to different depression intensities, to approximate the complex non linear model, where a coarse range of the test sample is preliminarily located. The latter then predicts its precise depression level within the given range. On the other hand, depression recognition is different from the general classification and regression tasks, since its analysis is cost sensitive as the diagnosis of heart diseases and cancers. However, this critical cue is not taken into account in the previous investigations, thus making their results problematic. To address this drawback, we embed the indicator of medical risk assessment into both the two stages by constraining the classifier using a weight matrix and loosening the regressor to an expanded range of depression level. The proposed method is evaluated on the Audio and Video Emotion Challenge (AVEC) 2013, and the performance is superior to the best one so far reported using the visual modality. Furthermore, it proves complementary to the audio based methods, and their joint use further ameliorates the accuracy. These facts clearly highlight the effectiveness of the proposed method on depression recognition.	ACCV	6	1.7920000553131104
33	147521028	147521028	Kindergartners' Spontaneous Focusing on Numerosity in Relation to Their Number Related Utterances During Numerical Picture Book Reading	ABSTRACT This study investigated the relationship between kindergartners' Spontaneous Focusing on Numerosity (SFON) and their number related utterances during numerical picture book reading. Forty eight 4 to 5 year olds were individually interviewed via a SFON Imitation Task and a numerical picture book reading activity. We expected differences in the frequency of number related utterances during picture book reading between children with a higher SFON score, providing more number related utterances, and children with a lower SFON score. Our results showed large inter individual differences in both kindergartners' SFON and the frequency of their number related utterances during picture book reading, yet SFON was not related to the frequency of number related utterances. This unexpected result is discussed in terms of its scientific, methodological, and educational implications.		19	2.944000005722046
34	59055478	59055478	The ecology of cooperative learning in a high school physical education Pprogramme	The purpose of this study was to describe and interpret the ecology of cooperative learning as an instructional model in two high school physical education classes. One eighth grade (year 9) and one eleventh grade (year 12) class and their teacher were observed during a ten lesson team handball unit. The following research questions framed the study (a) What were the curricular and organizational characteristics of the handball units? (b) How was the content organized and presented through the instructional tasks? and (c) What were the students' motor responses during the physical education content? A modified version of the task structure observational instrument was used to systematically observe 20 physical education classes (Siedentop, 1994) The ecological analysis demonstrated that both classes had low management time, high engagement time, and a large number of refinements tasks. Students in both classes performed a high number of opportunities to respond in both practice and game situations. Much of the accountability for student performance in managerial and instructional tasks was embedded within the cooperative learning tasks. In addition, the student social system contributed to work in the managerial and instructional task system. Cognitive tasks, which appeared in every lesson, contributed to the students' understanding of the content and contributed to their selection and implementation of appropriate skills and strategies in the games. Cooperative Learning appears to be a viable instructional model for teaching quality high school physical education.		17	2.8329999446868896
35	62806844	62806844	Producer's organization and digital technologies for farms' competitiveness	The agricultural sector is characterized by increasing complexity and several factors could have a negative impact on agricultural small and medium sized enterprises' (SMESs) competitiveness. There are two way to improve farms competitiveness: dimensional growth, achievable through the horizontal aggregation of producers (POs) and innovation, achievable through Information and Communication Technologies (ICTs) Although several studies have pointed out the positive influence of ICT tools on SMEs performances growth, there is a lack of works concerning the way POs use ICTs web based in order to improve innovativeness and competitiveness of their small farmers. After a preliminary literature review regarding the main drivers for the adoption of ICT and technological innovations in agriculture, an exploratory analysis was performed through a set of in depth interviews to opinion leaders in associated farms of a PO. This qualitative methodological approach aims to investigate the POs contribution in enhancing process or product innovation, improving competitiveness and transferring knowledge, among the associated farms through the use of ICT tools. Findings confirm the main hypothesis on which this study is based upon and are supported by theoretical implications shown in the literature review.		2	0.6930000185966492
36	114406890	114406890	Construction Quality Assessment Using 3D as built Models Generated with Project Tango	Abstract Assessing the quality of construction for compliance with the design intent has been a challenging task in the AEC (Architecture, Engineering, and Construction) industry. As modern design methods using Building Information Modeling (BIM) techniques have been increasingly adopted by the AEC industry, construction quality assessment using BIM has become a challenging new task for practitioners. In the past few years, 3D as built models for construction quality assessment have been developed using data acquisition techniques like 3D laser scanning and photogrammetry. However, certain limitations like non affordability, requiring expertise to operate, and dependence on time consuming processes are restricting their usage for construction quality control purposes. The main objective of this work is to study the applicability of using a new, affordable, easy to use, and faster modeling technology (Project Tango) to produce 3D as built models for facilitating the construction quality control process. For this purpose, a construction project was chosen as a case study and three different scenarios (including interior and exterior environments) were modelled using Project Tango. A post processing method was developed to prepare the scanned as built models for comparison with the design BIM. The accuracy level of these as built models were also evaluated using dimension accuracy analysis. The prepared as built models and the design BIM were then integrated and adjusted in the Autodesk Navisworks environment to perform the quality control assessment. This assessment process includes object completeness testing and spatial deviation analyses. This research thus highlights both the advantages and limitations of Project Tango and shows that such technologies have a great potential for construction quality assessments.		31	3.434000015258789
37	14342936	14342936	Do Corticosteroids Still Have a Role in the Management of Third Molar Surgery?	IntroductionThe use of corticosteroids to reduce the post operative sequelae of lower third molar surgery, namely pain, swelling and trismus, has been well studied by many researchers over the past 6 decades. This study reviewed the reported outcome of corticosteroids used in controlling the above sequalae after third molar surgery.Materials and MethodsA PubMed, Medline, EMBASE and Google search was undertaken of all controlled clinical trials on the effects of corticosteroids on pain, swelling and trismus after lower third molar surgery. The review was limited to studies published over the last 10 years (2006 2015).ResultsOf the 46 initially retrieved articles, 34 were finally included. Eleven studies compared the effect of 2 similar (but different dose) or different group of corticosteroids. Thirty one studies reported the effects of corticosteroids on all sequale, 2 reported the outcome on swelling and trismus and another 1 on swelling and pain only. In 16 of the studies, corticosteroid use resulted in significant reductions in pain after third molar removal. Twenty two out of 29 studies reported reduced swelling against negative control while 18 out of 25 studies reported improved mouth opening. Fourteen studies reported the benefit of corticosteroids on all 3 sequelae, with 71.4% resulted from the use of methylprednisolone.ConclusionAlthough there are some conflicting effects, the results of this analysis shows in general the benefits derived from short term use of corticosteroids in relation to pain, swelling and trismus following third molar surgical extraction, with no side effects observed.FundingThis work was supported by the University of Malaya's High Impact Research grant UM.C/625/1/HIR/MOHE/05.	Advances in Therapy	44	3.7839999198913574
38	51865140	51865140	Update on the use of oral octreotide therapy for acromegaly	ABSTRACT Introduction: Somatostatin analogs are most commonly used in pharmacological treatment of acromegaly. Pegvisomant and dopamine agonists are alternatives, which are used to a lesser extent. Dopamine agonists are the only orally applicable medication but are less effective than the other options. For a large number of patients, life long pharmacotherapy has to be applied and frequent injections represent a reduction of quality of life for many of them. Areas covered: Recently published evidence for the use of oral octreotide therapy for acromegaly. Expert commentary: Oral octreotide is a novel and effective treatment for acromegaly and the side effects have been shown to be comparable to the injectable SSAs. The combination with a transient permeability enhancer allows intestinal permeation but also enables molecules with a size <70 kDa to pass transiently. This does not seem to have an acute or subacute consequence, but the long term effect is still elusive. Therefore, more long term trials are desirable.	Expert review of endocrinology metabolism	1	0.0
39	6452487	6452487	Joint Event Extraction via Recurrent Neural Networks	Event extraction is a particularly challenging problem in information extraction. The stateof the art models for this problem have either applied convolutional neural networks in a pipelined framework (Chen et al. 2015) or followed the joint architecture via structured prediction with rich local and global features (Li et al. 2013) The former is able to learn hidden feature representations automatically from data based on the continuous and generalized representations of words. The latter, on the other hand, is capable of mitigating the error propagation problem of the pipelined approach and exploiting the inter dependencies between event triggers and argument roles via discrete structures. In this work, we propose to do event extraction in a joint framework with bidirectional recurrent neural networks, thereby benefiting from the advantages of the two models as well as addressing issues inherent in the existing approaches. We systematically investigate different memory features for the joint model and demonstrate that the proposed model achieves the state of the art performance on the ACE 2005 dataset.	NAACL	282	5.642000198364258
40	148202275	148202275	Assistance of students with mathematical learning difficulties: how can research support practice?	When looking at teaching and learning processes in mathematics education students with mathematical learning difficulties or disabilities are of great interest. To approach the question of how research can support practice to assist these students one has to clarify the group or groups of students that we are talking about. The following contribution firstly concentrates on the problem of labelling the group of students having mathematical difficulties as there does not exist a single definition. This problem might be put down to the different roots of mathematics education on the one hand and special education on the other hand. Research results with respect to concepts and models for instruction are multifaceted based on the specific content and mathematical topics as well as the underlying view of mathematics. Taking into account inclusive education, a closer orientation to mathematical education can be identified and the potential of selected teaching and learning concepts can be illustrated. Beyond this, the role of the teacher, their attitudes and beliefs and the corresponding teacher education programs are discussed.		46	3.8289999961853027
41	63025547	63025547	Investigating Translation Strategies in the Indonesian Translation of Shopie's World: A Novel about the Histtory of Philosophy	"Translating does not seem to be a trouble free work. There are abundant tricks, strategies and adaptations to meet the need of being called 'sufficient' translation and thus it provides similar responses of the readers and brings about similar 'soul' of the original text. Translation works comprise many values and objectives of its author and the text itself. Not only is it a matter of transferring ideas or stories into other languages, but also a process of transferring culture, ideology, politics and social messages of the original text. This paper will discuss translation methods/strategies (the terms will be used interchangeably in this paper) that may be applied by the Indonesian translator in translating ""Sophie's World"" as well as investigate the values that are embedded in the translation version as compared to the original text. Two page alternative translations will also be offered as another option of applying translation methods."		16	2.7730000019073486
42	131005604	131005604	Evaluation of rainfall spatial correlation effect on rainfall runoff modeling uncertainty, considering 2 copula	Lack of accuracy of rainfall runoff simulation (RRS) remains critical for some applications. Among various sources of uncertainty, precipitation plays a particular role. Rainfall rates as the main input data of RRS are of the first factors controlling the accuracy. In addition to the depth, spatial and temporal distributions of rainfall impact the flood discharge. Most of the previous studies on RRS uncertainty have ignored rainfall spatial distribution, where in large catchments, it is necessary to be modeled explicitly. Karoon III is one most important basin of the Iran because of the Karoon III dam in the outlet. In the present work, effect of spatial correlation of rainfall on HEC HMS (SMA) continuous RRS uncertainty is evaluated using 2variate copula (2copula) Monte Carlo simulation (MCS) approach was used to consider the rainfall spatial dependence. To reduce the computational expense, sampling efficiency and convergence for MCS, Latin hypercube sampling (LHS) was used. Copula functions consider wide range of marginal probability distribution functions (PDFs) eliminating limits of regular join PDFs. For this aim, two scenarios were investigated. In the first scenario, sub basin rainfall was considered independent, and in the second scenario, 2copula was adopted to model spatial correlation of rainfall. Dimensionless rainfall depths were calculated for each sub basin, and the PDFs were determined. The generated random dimensionless rainfalls were reweighted and multiplied by watershed's mean rainfall value. Stochastic Climate Library was used to generate continuous daily rainfalls. Sampling from dimensionless rainfalls using LHS algorithm, 100 runs of calibrated model simulated 100 flows for each day following MCS, and 80 certainty bound was calculated. Results showed that considering dependence decreased 18 of the maximum uncertainty bound width, so the methodology could be recommended for decreasing predicted runoff error.	Arabian Journal of Geosciences	8	2.0789999961853027
43	3437207	3437207	Vessel co option mediates resistance to anti angiogenic therapy in liver metastases	The efficacy of angiogenesis inhibitors in cancer is limited by resistance mechanisms that are poorly understood. Notably, instead of through the induction of angiogenesis, tumor vascularization can occur through the nonangiogenic mechanism of vessel co option. Here we show that vessel co option is associated with a poor response to the anti angiogenic agent bevacizumab in patients with colorectal cancer liver metastases. Moreover, we find that vessel co option is also prevalent in human breast cancer liver metastases, a setting in which results with anti angiogenic therapy have been disappointing. In preclinical mechanistic studies, we found that cancer cell motility mediated by the actin related protein 2/3 complex (Arp2/3) is required for vessel co option in liver metastases in vivo and that, in this setting, combined inhibition of angiogenesis and vessel co option is more effective than the inhibition of angiogenesis alone. Vessel co option is therefore a clinically relevant mechanism of resistance to anti angiogenic therapy and combined inhibition of angiogenesis and vessel co option might be a warranted therapeutic strategy.	Nature Medicine	201	5.302999973297119
44	45952283	45952283	Minimizing Effect of Input Filter Capacitor in a Digital Boundary Conduction Mode Power Factor Corrector Based on Time Domain Analysis	Conventional phase leading input current (PLIC) compensation techniques have focused on a continuous conduction mode (CCM) boost power factor corrector (PFC) In precedent studies, the causes of the PLIC have been investigated by analyzing the current control loop and the input impedance of a boost PFC. However, in a boundary conduction mode (BCM) boost PFC, the current flowing through the input filter capacitor becomes a main cause due to its large ripple current. Despite that, there has not been any effort to compensate the current in the input filter capacitor (IFC) in a BCM boost PFC. In this paper, a new digital control method is proposed to compensate PLIC in a BCM boost PFC, by minimizing the effect of the IFC. The proposed method uses only the derivative of the input voltage, without any additional component. Also, the proposed method improves the displacement factor, but does not affect the distortion factor, resulting in a high power quality in the entire input and output conditions. The derivation of the proposed method is presented based on time domain analysis, and the effectiveness of the proposed method is experimentally verified with a 60 Hz, 90 230 Vrms input and 395 V/0.5 A output prototype.	IEEE Transactions on Power Electronics	24	3.177999973297119
45	24103216	24103216	Six Degrees of Freedom Mobile Inductive Power Transfer by Crossed Dipole Tx and Rx Coils	Crossed dipole coils for the wide range 3 D omnidirectional inductive power transfer (IPT) are proposed. Free positioning of a plane receiving (Rx) coil is obtained for an arbitrary direction within 1m from a plane transmission (Tx) coil. Both the Tx and Rx coils consists of crossed dipole coils with an orthogonal phase difference; hence, a rotating magnetic field is generated from the Tx, which enables the Rx to receive power vertically or horizontally. Thus, the 3 D omnidirectional IPT is first realized for both the plate type Tx and Rx coils, which is crucial for practical applications, where volumetric coil structure is highly prohibited. This optimized configuration of coils has been obtained through a general classification of power transfer and searching for mathematical constraints on multi D omnidirectional IPT. Conventional loop coils are thoroughly analyzed, and verified to be inadequate for the plate type omnidirectional IPT in this paper. Simulation based design of the proposed crossed dipole coils for a uniform magnetic field distribution is provided, and the 3 D omnidirectional IPT is experimentally verified by prototype Rx coils for a wireless power' zone of 1 m3 with a prototype Tx coil of 1 m2 at an operating frequency of 280 kHz, meeting the power matters alliance. The maximum overall efficiency was 33.6% when the input power was 100 W.	IEEE Transactions on Power Electronics	62	4.126999855041504
46	4669377	4669377	Hierarchical Deep Reinforcement Learning: Integrating Temporal Abstraction and Intrinsic Motivation	Learning goal directed behavior in environments with sparse feedback is a major challenge for reinforcement learning algorithms. The primary difficulty arises due to insufficient exploration, resulting in an agent being unable to learn robust value functions. Intrinsically motivated agents can explore new behavior for its own sake rather than to directly solve problems. Such intrinsic behaviors could eventually help the agent solve tasks posed by the environment. We present hierarchical DQN (h DQN) a framework to integrate hierarchical value functions, operating at different temporal scales, with intrinsically motivated deep reinforcement learning. A top level value function learns a policy over intrinsic goals, and a lower level function learns a policy over atomic actions to satisfy the given goals. h DQN allows for flexible goal specifications, such as functions over entities and relations. This provides an efficient space for exploration in complicated environments. We demonstrate the strength of our approach on two problems with very sparse, delayed feedback: (1) a complex discrete stochastic decision process, and (2) the classic ATARI game `Montezuma's Revenge'	NIPS	681	6.52400016784668
47	3303464	3303464	Evaluation of a high nutritional quality snack based on oat flakes and inulin: effects on postprandial glucose, insulin and ghrelin responses of healthy subjects.	The consumption of high nutritional value snacks may favorably affect the diet quality. Biscuits manufactured with oat flakes and maltitol were assessed for glycemic, insulinemic and ghrelin responses. Enrichment with inulin, a fructooligosachararide (FOS) which acts as soluble fiber, was performed in an attempt to further increase the dietary fiber content and examine potential additional postprandial benefits. Eleven healthy subjects participated in the study and consumed either 80 g oat biscuits (OB) or 81 g oat biscuits with 4% inulin (OBIN) or a solution containing 50 g of glucose (reference food) each yielding 50 g of available carbohydrates. Venous blood samples were collected before consumption and at 15, 30, 45, 60, 90, 120 and 180 min postprandially. The developed products were also evaluated for physicochemical properties, including porosity, density, texture, color, sensory attributes and microstructure (by scanning electron microscopy) Both biscuits demonstrated a low glycemic index (GI) which was found to be 32.82 8.07 for OB and 45.68 9.64 for OBIN. Compared to OB, OBIN demonstrated higher insulin response at 45 and 60 min and higher ghrelin suppression at 60 and 120 min postprandially (P 0.05) Furthermore, OBIN demonstrated increased hardness and color values, lower porosity, and higher rate of starch granule gelatinization, without significantly altering the sensory attributes. Biscuits formulated with oat flakes and maltitol with or without 4% inulin can be classified as low GI foods. Inulin addition significantly lowered the ghrelin response to OBIN, suggesting an advantage of OBIN in the modulation of satiety; however, no further benefits regarding glucose and insulin responses were observed.	Food function	9	2.197000026702881
48	193403673	193403673	Medicion de la calidad universitaria en Chile: la influencia de los rankings	This article focuses on the analysis of performative effects of rankings on university quality, showing the main results of a qualitative study on a sample of Chilean universities. From a sociological perspective and assimilating the presence of a fact totem, a critical analysis of university rankings is presented in regards to its production and release, showing the subscribed quality model. The article describes the effects the rankings have on institutions and how the modeling of the current concept of quality operates, through an agency network which they are part of, along with the media and representatives of the participating universities, whom are ascribed a performative role. Finally, following the metaphor of imagining the ideal university, elements excluded from the current definition of university quality are identified and offered as a new reference, considering aspects such as the idea of community, improved teaching, and relevant research among others.		8	2.0789999961853027
49	101043801	101043801	Schiff base triphenylphosphine palladium (II) complexes: Synthesis, structural elucidation, electrochemical and biological evaluation	Abstract The complexes N (2 oxidophenyl)salicylideneiminatotriphenylphosphine palladium(II) (1) and N (2 sulfidophenyl)salicylideneiminato triphenylphosphine palladium(II) (2) of tridentate Schiff bases derived from salicylaldehyde and an amino or thiophenol, have been synthesized and characterized by various spectroscopic, analytical and electro analytical techniques. X ray single crystal analysis of complex 1 has revealed its square planar geometry. The thermal analysis has shown the absence of coordinated water and final degradation product is PdO. The alkaline phosphatase studies have indicated that enzymatic activity is concentration dependent which is inversely proportional to the concentration of the compounds. The biological assays (brine shrimp cytotoxicity, DPPH) have reflected their biologically active and mild antioxidant nature. However, results of DNA protection assay have shown that they possess moderate protective activity against hydroxyl free radicals OH) The voltammetric studies ascertain two electron reduction of the compounds through purely diffusion controlled process and reveal intercalative mode of drug DNA interactions.		24	3.177999973297119
50	36174091	36174091	Outage performance of physical layer security for multi hop underlay cognitive radio networks with imperfect channel state information	In this paper, we consider a multi hop decode and forward (DF) relaying transmission in underlay cognitive radio networks. Considering the presence of an eavesdropper that overhears the transmission, we address secure communications of multi hop wireless communications in terms of physical layer security. In addition, we take in to account the effect of imperfect channel state information (CSI) which is of importance issue in underlay cognitive radio. We analyze the secrecy outage performance of the system over Rayleigh fading channels. In particular, we derive the closed form expression of the system secrecy outage probability. The analysis results are validated by the Monte Carlo simulation results. The numerical results show that the imperfect CSI issue does not effect on the security issue of the transmission in underlay cognitive radio networks. On the other hand, the number of hops plays a key role in the physical layer security.	2016 International Conference on Electronics, Information, and Communications (ICEIC)	16	2.7730000019073486
51	61391940	61391940	Differentially private publication of data on wages and job mobility	Brazil, like many countries, is reluctant to publish business level data, because of legitimate concerns about the estab lishments' confidentiality. A trusted data curator can increase the utility of data, while managing the risk to establishments, either by releasing synthetic data, or by infusing noise into published statistics. This paper evaluates the application of a differentially private mechanism to publish statistics on wages and job mobility computed from Brazilian employer employee matched data. The publication mechanism can result in both the publication of specific statistics as well as the generation of synthetic data. I find that the tradeoff between the privacy guaranteed to individuals in the data, and the accuracy of published statistics, is poten tially much better that the worst case theoretical accuracy guarantee. However, the synthetic data fare quite poorly in analyses that are outside the set of queries to which it was trained. Note that this article only explores and characterizes the feasibility of these publication strategies, and will not directly result in the publication of any data.		2	0.6930000185966492
52	113490437	113490437	GOBO projection based high speed three dimensional shape measurement	Pattern projection based three dimensional (3 D) measurement systems are well established in various application fields. However, for some time, there has been an increasing demand in terms of a higher measurement speed in order to analyze fast processes. We introduce a GOBO slide based projector (GOes Before Optics) providing high speed, high radiant flux, and eye safe incoherent light at low cost. We present its setup as well as the generation and change of the projected patterns. We explain the 3 D measurement principle and show first measurements of an inflating airbag and a rope skipper conducted at a 3 D frame rate of more than 1.3 kHz.	Commercial Scientific Sensing and Imaging	3	1.0989999771118164
53	52355089	52355089	Synthesis of pyrrolidinone derivatives from aniline, an aldehyde and diethyl acetylenedicarboxylate in an ethanolic citric acid solution under ultrasound irradiation	The ultrasound promoted one pot multicomponent synthesis of substituted 3 pyrrolin 2 ones using citric acid as a green additive in a green solvent is reported. Citric acid catalyzed the reaction efficiently without the need for any other harmful organic reagents. Clean reaction profile, easy work up procedure, excellent yields and short reaction times are some remarkable features of this method. The utilization of ultrasound irradiation makes this method potentially very useful, fast, clean and convenient.		65	4.173999786376953
54	13412710	13412710	End to End Localization and Ranking for Relative Attributes	We propose an end to end deep convolutional network to simultaneously localize and rank relative visual attributes, given only weakly supervised pairwise image comparisons. Unlike previous methods, our network jointly learns the attribute's features, localization, and ranker. The localization module of our network discovers the most informative image region for the attribute, which is then used by the ranking module to learn a ranking model of the attribute. Our end to end framework also significantly speeds up processing and is much faster than previous methods. We show state of the art ranking results on various relative attribute datasets, and our qualitative localization results clearly demonstrate our network's ability to learn meaningful image patches.	ECCV	64	4.158999919891357
55	41687084	41687084	The artificial pancreas: evaluating risk of hypoglycaemia following errors that can be expected with prolonged at home use	Artificial pancreas systems show benefit in closely monitored at home studies, but may not have sufficient power to assess safety during infrequent, but expected, system or user errors. The aim of this study was to assess the safety of an artificial pancreas system emulating the b cell when the glucose value used for control is improperly calibrated and participants forget to administer pre meal insulin boluses.	Diabetic medicine a journal of the British Diabetic Association	8	2.0789999961853027
56	15875928	15875928	On the adoption of the elliptic curve digital signature algorithm (ECDSA) in DNSSEC	The Domain Name System Security Extensions (DNSSEC) are steadily being deployed across the Internet. DNSSEC extends the DNS protocol with two vital security properties, authenticity and integrity, using digital signatures. While DNSSEC is meant to solve security issues in the DNS, it also introduces a new one: the digital signatures significantly increase DNS packet sizes, making DNSSEC an attractive vector to abuse in amplification denial of service attacks. By default, DNSSEC uses RSA for digital signatures. Earlier work has shown that alternative signature schemes, based on elliptic curve cryptography, can significantly reduce the impact of signatures on DNS response sizes. In this paper we study the actual adoption of ECDSA by DNSSEC operators, based on longitudinal datasets covering over 50% of the global DNS namespace over a period of 1.5 years. Adoption is still marginal, with just 2.3% of DNSSEC signed domains in the .com TLD using ECDSA. Nevertheless, use of ECDSA is growing, with at least one large operator leading the pack. And adoption could be up to 42% higher. As we demonstrate, there are barriers to deployment that hamper adoption. Operators wishing to deploy DNSSEC using current recommendations (with ECDSA as signing algorithm) must be mindful of this when planning their deployment.	2016 12th International Conference on Network and Service Management (CNSM)	19	2.944000005722046
57	100809116	100809116	CFD Modeling with Experimental Validation of the Internal Hydrodynamics in a Pilot Scale Slurry Bubble Column Reactor	Abstract A multiphase Eulerian, three dimensional (3 D) computational fluid dynamics (CFD) model was built to investigate the local hydrodynamics of a pilot scale (0.29 m ID, 3 m height) Slurry Bubble Column Reactor (SBCR) The model was first validated against the gas holdup radial profiles in an air water glass beads system obtained in a 0.254 m ID and 2.5 m height column under ambient conditions at various superficial gas velocities by Yu and Kim (Bubble characteristics in the radial direction of three phase fluidized beds. AIChE Journal 34, 2069 2072, 1988) The model was next validated against the gas holdup radial profile data for N2 Drakeol glass beads system obtained in a 0.44 m ID and 2.44 m height reactor, including internals, operating under ambient conditions at various superficial gas velocities by Chen et al. (Fluid dynamic parameters in bubble columns with internals. Chemical Engineering Science 54, 2187 2197, 1999) The model was also validated against experimental data obtained in our lab for N2 Fischer Tropsch (F T) reactor wax Fe catalyst system obtained in a pilot scale, Slurry Bubble column Reactor, SBCR (0.29 m ID, 3 m height) under pressures and temperatures up to 25.9 bar and 490 K, respectively. These three validations led to the selection of the turbulence and interphase drag coefficient models, and the optimization of the solution method, mesh size and structure and the step size. Moreover, the inclusion of RNG k e turbulence model coupled with the Wen Yu (Mechanics of Fluidization. Chemical Engineering Progress Symposium Series 62, 100 111, 1966) Schiller Naumann (A drag coefficient correlation. Zeitung Ver. Deutsch. Ing 77, 318 320, 1935) drag correlations, and the mass transfer coefficients were found to provide the most accurate predictions of the experimental data. The CFD model was then used to investigate local gas holdup, liquid recirculation, local turbulence intensities, bubble diameters, and solids distribution throughout our pilot scale SBCR, operating under typical F T process conditions. The model predictions showed strong liquid recirculation and backmixing near the walls of the reactor, and the solid phase velocity vectors closely followed those of the liquid phase. A relatively high liquid turbulence intensities were observed in the vicinity of the sparger upon startup, however, after reaching a steady state, the liquid turbulence intensities became more evenly distributed throughout the reactor. The liquid turbulence intensities were slightly higher near the center of the reactor, and closely resembled the velocity vectors. Also, the Sauter mean bubble diameters increased, whereas the solids distribution decreased with reactor height above the gas distributor.		14	2.6389999389648438
