	doc_id	corpus_id	title	abstract	authors	cited_by	references	year
44	57ba43fc6eaa1e24f5c74ba7f5acd6b215ebe152	14000371.0	Water utility benchmarking for managerial and policy decisions: Lessons from developing countries.	"Those responsible for utility operations can only manage what they measure, so having information on productivity trends and relative performance enables utility managers to direct attention to shortfalls. Similarly, policy-makers require quantitative analyses in order to identify utilities with strong and weak performance. Examples from Central America are used to illustrate key points. A recent IADB study reports that investments of $40 billion for water assets are needed to meet the United Nation's Millennium Development Goals; wastewater treatment would significantly raise that funding requirement (""Obstacles and Constraints, 2003). A survey of 400 stakeholders included in the study identified inappropriate pricing policy and lack of clarity in regulatory processes as the two major constraints for increasing investment in water and sanitation systems (WSS) in Latin America and the Caribbean. Private sector funding could play a role in expanding or improving urban water systems through either equity investments or the purchase of municipal bonds. However, external financial flows are required to increase significantly absent major improvements in system performance and to develop incentives for better WSS performance - in the sense of increased quality of service provision and cost efficiency of the utility system's operations. Expecting infrastructure investment to grow in Central America, the Inter- American Development Bank (IADB) funded a PURC study on Benchmarking Water Utilities in the region. The aim of IADB was to gauge the impact of loans on network expansion (coverage) and on service quality. In addition, water professionals at international organizations must be able to understand what utilities (and nations) are doing as ""best practice"" so that incentives can be developed to enhance performance (Baietti, et. al., 2006). The project involved conducting metric benchmarking analysis using data gathered from national regulators and utilities. This work complements and extends the Association of Water Regulators of the Americas' (ADERASA) recent empirical study on benchmarking Latin American water service providers."	['145003533', '81269382']	[]	['4840d384e5a7f5112290a59b331217ce22a806f2', '2853a87c2a587f6a4835d617309d6a918c350c01', '0d810804869fc3b980609aa8ba1f0cfa92cc4900', '429c1820571d1b9700e04d328995a628549568e4', '418499d5220686ba33d8b69b3943ae586f2ee0ef', 'c7191436c39eae534e28d561bb9e5f7b578888f0', 'd6877b26f9eb67d4d43bed49c70c12c31e3576a9', '6f2586485a3d384244ed972f1fb0f2a073927fa8']	2008
45	8ebb229b8cd09007412b9ca9701660a6538e8b0c	131536407.0	Measuring Sustainability: Tools for Transitioning to an Ecological Age		['145336311']	[]	[]	2010
46	28f14e03ec28350a84ad43d15ca0143c2d8ac80d	32765611.0	Neoadjuvant treatment for unresectable rectal cancer: an interim analysis of a multicentre randomized study.	"PURPOSE
To present an interim analysis of the trial comparing two neoadjuvant therapies for unresectable rectal cancer.


METHODS
Patients with fixed cT3 or cT4 or locally recurrent rectal cancer without distant metastases were randomized to either 5 × 5 Gy and 3 courses of FOLFOX4 (schedule I) or 50.4 Gy delivered in 28 fractions given simultaneously with 5-Fu, leucovorin and oxaliplatin (schedule II). Surgery in both groups was performed 12 weeks after the beginning of radiation and 6 weeks after neoadjuvant treatment.


RESULTS
49 patients were treated according to schedule I and 48 according to schedule II. Grade III+ acute toxicity was observed in 26% of patients in group I and in 25% in group II. There were two toxic deaths, both in group II. The microscopically radical resection (primary endpoint) rate was 73% in group I and 71% in group II. Overall and severe postoperative complications were recorded in 27% and 9% of patients vs. 16% and 7%, respectively. Pathological complete response was observed in 21% of the patients in group I and in 9% in group II.


CONCLUSIONS
The interim analysis revealed no major differences in acute toxicity and local efficacy between the two evaluated strategies."	['3545023', '6723180', '3050816', '3127380', '46616126', '14869082', '1937466', '4568158', '8579568', '49647988', '3757475', '12369067', '46459635', '10212232', '5163346', '6187182', '36847617', '40549598', '13889149', '16317907', '3213953', '3972785', '49015079', '12088861', '16301519', '14367363', '5105864', '50045183', '3049962', '46409125', '2990571']	[]	['8c233965887fe06b6bb9b582f1e5e73cbca2bb9a', '519140641b79f2d4ac140e8f1fcf7734bc904b31', '44d4f25e20aa5d6cd39fac1fc2c501810bbbf8b3', 'f9dad9a41ae187ccf0c50ece580157d03b363acc', 'f0ac06c21213dc3d2c54b47106b277773bbd4d35', '515059f018988dc2fe70f7b712a300a85f029222', '106bda8fcafedc3470a83e8e2a88550cefd9412a', '6740169be616fb3435806536313698f59899c054', '61051b0de56fbb531c816a22beca3c0e2a5e1adf', '9d7feb2ff27f46c06ab81850505d806d7dccc274']	2013
47	d43be1a8a9d8e2855cc34fa8b9c6bb340ee7a082	144454914.0	Review: Philosophy in Classical India: The Proper Work of Reason		['35043691']	[]	[]	2003
48	57cbfd736c24ad27658e3368f4ee07b4458c94fb	22593280.0	Chemoradiation for anaplastic oligodendrogliomas: clinical outcomes and prognostic value of molecular markers	Combination of procarbazine, lomustine and vincristine (PCV) with radiation therapy (RT) has been associated with longer survival in patients with anaplastic oligodendroglioma (AO) and anaplastic oligoastrocytoma (AOA), especially in those with chromosome 1p/19q codeletion. We report a multicenter retrospective study of 84 consecutive adult patients with AO and AOA treated with RT plus concomitant and adjuvant temozolomide (TMZ) between February 2004 and January 2011. Correlations between chromosome 1p/19q codeletion, isocitrate dehydrogenase1 (IDH1) mutation, and O-6-methylguanine-DNA methyltransferase (MGMT) promoter methylation with survival outcomes have been analyzed. For all 84 patients the median overall survival (OS) and progression-free survival rates were 55.6 and 45.2 months, respectively. Grade 3 or 4 hematological toxicity occurred in 17 % of patients. Chromosome 1p/19q codeletion was detected in 57 %, IDH1 mutation in 63 %, and MGMT promoter methylation in 74 % of evaluable patients. In multivariate analysis the presence of chromosome 1p/19q codeletion was associated with significant survival benefit (median OS 34 months in noncodeleted tumors and not reached in codeleted tumors; HR 0.16, 95 % CI 0.03–0.45; P = 0.005). IDH1 mutation was also of prognostic significance for longer survival (P = 0.001; HR 0.20, 95 % 0.06–0.41), whereas MGMT promoter methylation was only of borderline significance. The study indicates that RT with concomitant and adjuvant TMZ is a relatively safe treatment associated with longer survival in patients with 1p/19q codeleted and IDH1 mutated tumors. Results from ongoing randomized studies will be essential to clarify if RT plus TMZ may provide survival as good as or better than RT combined with PCV for patients with AO and AOA.	['3910480', '34663709', '3552847', '3606132', '34869883', '47183773', '4044609', '3918072', '4209640', '6130998']	[]	['780657eb2dc9fdbe36598fedfa87443d928fe65f', '7e7613dcc408b7391ccb248001b93a37f6cf51b5', 'dd5ae18622b3630609f6393889f599e6c7c983ec', '9046f54b52b0fea8b99609c6bb08696d4a3583a2', '7acacbbd5a832c695dfa4725c7094f850d54338a', '63f6c69df2d3ee045ec22ec533f4f37f5dbc7365', '1fe083f910ed690b3c14fc8bd109c37bc11dfab2', 'af07150fd6b2fc980ea5b63b9e6f75caa9965478', 'e29a9c7056371bba0e30ae39f05a9bfa05a78e48', '536ddd723691ab6b6a1567464dcec06f2d18ace7']	2013
49	0dcdc248bc3b533069fe2fb4646633ffae692f3f	20810013.0	Community and Team Member Factors that Influence the Early Phase Functioning of Community Prevention Teams: The PROSPER Project	This research examines the early development of community teams in a specific university–community partnership project called PROSPER (Spoth et al., Prev Sci 5:31–39, 2004). PROSPER supports local community teams in rural areas and small towns to implement evidence-based programs intended to support positive youth development and reduce early substance use. The study evaluated 14 community teams and included longitudinal data from 108 team members. Specifically, it examined how community demographics and team member characteristics, perceptions, and attitudes at initial team formation were related to local team functioning 6 months later, when teams were planning for prevention program implementation. Findings indicate that community demographics (poverty), perceived community readiness, characteristics of local team members (previous collaborative experience) and attitudes toward prevention played a substantial role in predicting the quality of community team functioning 6 months later. Editors’ Strategic Implications: The authors identify barriers to successful long-term implementation of prevention programs and add to a small, but important, longitudinal research knowledge base related to community coalitions.	['23142230', '2183994', '14928919', '5868964', '49148354']	[]	['e311dd8d1228b2293418a72eea9b3273de315564', 'a6524a4b618206d054505d1250b44790ed0e6e55', 'f16c71817666277371167652ca2e70272447b49d', '2dc24ec584845bb7ed8810a3e42618b1f8d8ba48', 'ee07952c8934e1541877c61ceab3637f9f18cb6f', 'b9e379c90a1438b7da4f1c39c7fac632bbb5950e', '288021bf54819d8f26c1787886d2cda26fd81668', '11497ff7c2b0676e774da7f0fd7ca3a89828b38a', 'ca4978841560297a782c81ca07c5eb0fa1d6694e', '27aae9570f00e8160d30642adbb0eba3fb49c337']	2007
50	d084b5ae1eac528a4eee9a156658342ee3520e3d	130562322.0	Global trends and challenges in water science, research and management	Leaps and bounds have been made in areas related to river basin management on a global scale, inline with various technological advances of the 21st century. This chapter reviews 6 emerging trends related to water science, research and management.	['51402767', '2982411', '47507308', '6362873', '144099020']	[]	[]	2012
51	1a02cc37f19b17fa2a310f5285425330ca8a32b8	137487555.0	Rapid rate of ion milling for the highTc YBa2Cu3O7−y system		['40959966', '67221806', '50058894', '92332023', '48859074']	[]	[]	1988
52	984fa296e4f724544dbd8b0e0a7d2fbe860c4c04	87197831.0	Impact of renal function of patients with advanced urothelial cancer on eligibility for first-line chemotherapy and treatment outcomes.	"OBJECTIVE
The aim of the study is to clarify the clinical effects of first-line chemotherapy regimens for advanced urothelial cancer on clinical responses and survival of patients grouped by renal function.


METHODS
In this multicenter retrospective cohort study, 345 urothelial cancer patients received systemic chemotherapy for metastatic or unresectable disease in 17 centers (2004-10).


RESULTS
Two hundred and forty-one patients were treated with methotrexate, vinblastine, doxorubicin and cisplatin/methotrexate, epirubicin and cisplatin (n = 136) or gemcitabine and cisplatin (n = 105) followed by carboplatin-based treatments, non-platinum treatments or other regimens. After 2008, gemcitabine and cisplatin was the most frequently used regimen in patients with an estimated glomerular filtration rate < 60 ml/min/1.73 m(2) and in those with estimated glomerular filtration rate ≥ 60 ml/min/1.73 m(2). The gemcitabine and cisplatin patients' complete response rate was 10.5% and their response rate was 52.4%, which was highest among all regimens. Gemcitabine and cisplatin demonstrated a better 3-year overall survival when the estimated glomerular filtration rate was ≥ 60 ml/min/1.73 m(2) (31.4%), but it tended to be worse when the estimated glomerular filtration rate was < 60 ml/min/1.73 m(2) (14.1%). In the latter cases, the dose reduction rate of gemcitabine and cisplatin was high (43.9%). Among the patients with estimated glomerular filtration rate < 60 ml/min/1.73 m(2), the 1-year overall survival of the patients treated with a reduced dose of gemcitabine and cisplatin was significantly lower than that of those treated with standard-dose gemcitabine and cisplatin (26.2 vs. 60.3%, respectively, P = 0.0108).


CONCLUSIONS
Gemcitabine and cisplatin provided favorable responses and survival in patients with estimated glomerular filtration rate ≥ 60 ml/min/1.73 m(2) but unsatisfactory oncological outcomes in patients with estimated glomerular filtration rate < 60 ml/min/1.73 m(2), especially when treated with a reduced dose. Alternative regimens might be optimal rather than reduced-dose gemcitabine and cisplatin in patients with estimated glomerular filtration rate < 60 ml/min/1.73 m(2)."	['6399761', '1745314', '4793698', '38926058', '5886595', '3973033', '3427035', '3123877', '3808506', '6869546', '32292557', '3233252', '1719147']	[]	['cb07ee981a900d6f4e57b8a4f7014429ad7b3ed3', '41f6e0ec441153e3d3a134ae3ff12053f86077d6', 'b3742f3df555d469e76ea1c2df1b2a567d516171', '4f3e94770533c7e9bf4ee74ea758531e11543828', '1db05cff4853dbb259989642b55633f5a32cf01c', '187812060d3aa77a7298757466ea710a1029d630', 'a69b1dc8abe16a291b4d5089d748818178899857', '4ac07f9ef01430b0ed84ed2c3827ebdaed6c384a', 'a70990681e564df117b1161931bde173f80ad7b7', '4f8c933d1bd061323c0de35d5a793945397b7fe5']	2015
53	2918bab5107fad622f2a47c66d6574ac554e4240	139520563.0	Spark Plasma Sintering of Ultrahigh Temperature Ceramics	The ultrahigh-temperature ceramics (UHTCs) have been considered as the emerging class of materials, suitable for the high-temperature (exceeding 2000 °C) structural applications in oxidation environment, including hypersonic aviation, rocket propulsion, high-temperature electrodes for furnaces, etc. As UHTCs have higher melting point (>3000 °C), it is worthwhile to adopt novel sintering techniques to fabricate the structural frames from UHTCs powder for different niche applications. Effective utilization of UHTCs requires full densification of the materials from powder. UHTCs, especially, transition metal borides and carbides, have lower sinterability due to their high melting point (>3000 °C), strong covalent bonding, low bulk diffusion coefficient, and higher vapor pressure of the constituent elements present in the UHTCs. Among the available sintering techniques, spark plasma sintering (SPS) has been widely utilized to achieve fully dense powder compact along with uniform fine-grain microstructure, suitable for high-temperature applications. SPS is found to be advantageous over the conventional sintering techniques such as hot pressing (HP), hot isostatic pressing (HIP), pressureless sintering (PS), etc. because uniform fine-grain microstructure could be obtained via SPS due to considerably lower sintering temperature, high heating rate, lower holding time, and application of pulsed DC current along with uniaxial mechanical pressure during sintering schedule. In this chapter, the efficacy of SPS technique to sinter different UHTCs, especially monolithic transition metal borides, carbides, and mixed borides and carbides with/without sinter-aid or other secondary phase is elaborated. Microstructural evolution and enhancement of different properties, particularly the mechanical properties, by adopting suitable sintering scheme and sintering parameters are discussed in detail. Also, entropy-stabilized multicomponent UHTC borides (contains at least five transition metal borides in equimolar ratio) have been discussed to highlight the effectiveness of SPS technique to consolidate these types of materials. Finally, the application-oriented development of UHTCs for sharp leading edges of hypersonic space vehicle is briefed.	['102775350', '73006936', '35308325', '144900734']	[]	[]	2019
54	53f36fd80ead517edc775360acdfedd77ee2df08	140560223.0	Rapid assessment of the conservation significance of roadside vegetation: a proposed methodology		['120981523']	[]	[]	1984
55	16c9d754902dabde3ece3f68c519ce19bafa7c3e	83146210.0	Safety of Entomogenous Fungi to Vertebrate Hosts		['7541409', '40339382', '25192673']	[]	[]	1980
56	46b8a2386a4877430050236da5503cf20a9227c9	141882813.0	The Fundamental Question		['116332287']	[]	[]	2001
57	8c318040e076a9e726f71ce706d3d6ded0c9dfd8	45704994.0	Bag-based rapid and safe seed-train expansion method for Trichoplusia ni suspension cells	Trichoplusia ni suspension cells (High FiveTM) used in conjunction with the baculovirus vector expression system (BEVS) are regarded as potential product system of new, recombinant virus-like particle (VLP) vaccines. In order to push vaccine development and production, biomanufacturers use single-use technology whenand wherever possible. This applies to upstream processing and in particular seed-train expansion ranging from cryopreserved vials via t-flasks, spinners (respectively shake flasks) to stirred stainless steel bioreactors. The stainless steel bioreactors deliver inoculum for seed bioreactors and have been increasingly replaced by wave-mixed single-use bag bioreactors during the last 5 years [1]. The approach presented for seed-train cell expansion of High Five suspension cells is based on the Biostat CultiBag RM50 optical (Sartorius Stedim Biotech). It was used for the production of cells for long-term storage and for the expansion of cells for subsequent production experiments. For long-term storage the cells were frozen at high cell concentrations (20 40 x 10 cells x mL) in 60 mL Cryobags and stored in nitrogen at -196 °C in vapour phase. Initial experiments were aimed at the growth characterization of High Five suspension cells from a vial working cell bank (WCB). The High Five cells were grown in batch mode and in 250 mL single-use shake flasks (Corning and Sartorius Stedim Biotech) on a Certomat CT Plus shaker (Sartorius Stedim Biotech) during six days (triplicates, 27 °C, 100 rpm, 25 mm shaking diameter). Afterwards a procedure was developed in which thawed cells from a Cryobag were directly transferred into and expanded in a Biostat CultiBag RM. Under optimal process conditions (500 mL starting volume, a starting cell density of 1 x 10 cells x mL, 27 °C, rocking angle of 6 °, 20 30 rpm, 0.2 vvm, DO set point 50%) growth rate (0.039 0.042 h), doubling time (18 20 h) and maximal cell density (7.8 8.9 x 10 cells x mL) showed good correlation with results arising from CultiBags which were inoculated with cells from shake flasks. This bag-based seed-train expansion allows time saving of about one week and reduces cross-contamination, both advantages being due to omitted intermediate cultivation steps in shake flasks.	['4196517', '47685845', '31723519', '37506867', '5856372', '5968672', '6317983']	[]	[]	2011
58	d40124076a396671d5947ce1b21d8d2e542ae461	13496897.0	Partitions with numbers in their gaps	1. Partitions with gaps. Bijections between various restricted partitions of integers have been extensively studied (see [2], [3]). In this paper we introduce a generalization of partitions, which are really a kind of restricted composition [3], and obtain bijections between certain classes of them and classes of ordinary partitions. Our generalization arises naturally in connection with solutions of q-difference equations and continued fractions. In fact, continued fractions provide an easy framework for analyzing these generalized partitions. Throughout this paper we write an ordinary partition as n1 + . . .+ nk, n1 ≥ . . . ≥ nk. Define n0 =∞ and nk+1 = 0. We consider the class C(S,m) of partitions with parts ni taken from a set S = {a1, a2, . . .}, where a1 < a2 < . . . We require that if ni = ar and ni+1 = as are two consecutive parts, then r−s ≥ m. For such a partition we define the gapspace gi between ni and ni+1 to be r − s−m. By convention we put g0 =∞ and gk = t−m, where nk = at. Before proceeding we give some examples of gapspaces.	['50721085']	[]	['66b9becda2b5c8dd886fed47f7cfbaec67372e9d', '996d41d58303c0047a62686ede31a1ffaf5cb2ed', '7179ce453beace39a744eb2e3bb8afb9a0045510', 'd785805839d1ceeb89793a166e6b3b93766d5e10', 'bbc79806c9b635a39f9d9fc4a03bb83e0aaed782', 'a4ac89679bbd125e8a3178daa35985bd67cc9630']	1996
59	3791c750934bcfab3703b49358099aca7b3114ea	145459800.0	PHILOSOPHICAL SPECIALIZATION AND GENERAL PHILOSOPHY	La philosophie specialisee (analytique ou post-analytique) est compatible avec la philosophie generale et contribue a son developpement.	['48746997']	[]	[]	1993
60	e85658c4d7bcd069182d1333b9b613d4f3949816	2300405.0	"Label-Free Quantitative Detection of Tumor-Derived Exosomes through Surface
Plasmon Resonance Imaging"	Exosomes are endosome-derived membrane vesicles carrying proteins and nucleic acids that are involved in cellular functions such as intercellular communication, protein and RNA secretion, and antigen presentation. Therefore, exosomes serve as potential biomarkers for many diseases including cancer. Because exosomes are difficult to enrich or purify from biofluids, quantification of exosomes is tedious and inaccurate. Here, we present a real-time, label-free, and quantitative method to detect and characterize tumor-derived exosomes without enrichment or purification. Utilizing surface plasmon resonance imaging (SPRi) in combination with antibody microarrays specific to the extracellular domains of exosome membrane proteins, exosomes in tumor cell culture medium can be quantitatively detected. We found a positive correlation between the metastatic potential of tumor cell lines and exosome secretion. This method provides an easy, efficient, and novel way to detect exosome secretion and thus an avenue toward the diagnosis and prognosis prediction of cancer.	['48324769', '1708846', '1703169', '49958602', '4585424', '6719185', '49336731', '49217321', '6377843', '28977578', '26921275', '1953839']	[]	[]	2014
61	4e9cb9f54c976f85941d398f9485ebdedfe29f11	13895321.0	On Einstein causality and time asymmetry in quantum physics	A theorem of Hegerfeldt shows that if the spectrum of the Hamiltonian is bounded from below, then the propagation speed of certain probabilities does not have an upper bound. We prove a theorem analogous to Hegerfeldt's that appertains to asymmetric time evolutions given by a semigroup of operators. As an application, we consider a characterization of relativistic quasistable states by irreducible representations of the causal Poincare semigroup and study the implications of the new theorem for this special case.	['100992196', '46907988']	[]	[]	2002
62	2a865dc24c66f59907c55c2a7b5e0c7f70ad2f44	12148885.0	Antihypertensive effect of casein hydrolysate in a placebo-controlled study in subjects with high-normal blood pressure and mild hypertension.	We describe a clinical trial to study the efficacy of a casein hydrolysate, prepared using an Aspergillus oryzae protease, containing the major angiotensin-I-converting enzyme inhibitory peptides Val-Pro-Pro (VPP) and Ile-Pro-Pro (IPP) in a single-blind, placebo-controlled study. A total of 131 volunteers with high-normal blood pressure and mild hypertension were randomly divided into four groups (n 32 or 33 in each group). Each volunteer was given two tablets containing four different dosages of VPP and IPP (VPP+IPP: 0, 1.8, 2.5 and 3.6 mg), daily for 6 weeks. A significant decrease in systolic blood pressure was observed at 6 weeks in the active group receiving 1.8 mg (P<0.01) VPP and IPP; in the active groups receiving either 2.5 mg or 3.6 mg, systolic blood pressure was decreased at both 3 weeks (P<0.05 and P<0.05) and 6 weeks (P<0.001 and P<0.0001) compared with systolic blood pressure measured before treatment. Changes in the systolic blood pressure after 6 weeks of treatment in the four groups were --1.7, --6.3, --6.7 and --10.1 mmHg, and these effects were dose dependent. In addition, a significant difference in systolic blood pressure between the placebo group and the VPP and IPP group receiving 3.6 mg was observed (P<0.001) by two-way ANOVA. The antihypertensive effect was greater in mildly hypertensive subjects (n 20 or 21 in each group) than in any of the other subjects. No significant change of diastolic blood pressure was observed for all the test groups, and no differences in diastolic blood pressure in the test sample groups compared with the placebo group were observed during the test period.	['12884501', '49507912', '11527406', '6304610', '5847354', '14965643', '50038733', '48722934']	[]	[]	2005
63	a7c47123458b1459fdf5981cad1cfe88522976bd	14632690.0	Reliability and validity of the online continuous performance test among young adults.	Continuous Performance Tests (CPTs) are used in research and clinical contexts to measure sustained attention and response inhibition. Reliability and validity of a new Online Continuous Performance Test (OCPT) was assessed. The OCPT is designed for delivery over the Internet, thereby opening new opportunities for research and clinical application in naturalistic settings. In Study 1, participants completed the OCPT twice over a 1-week period. One test was taken at home and one in the laboratory. Construct validity was assessed against a gold standard CPT measure. Results indicate acceptable reliability between the home- and laboratory-administered tests. Modest to high correlations were observed between the OCPT scales and the corresponding scales of the gold standard CPT. Study 2 examined whether the OCPT may discriminate participants with attention deficit hyperactivity disorder from healthy controls. Results revealed significantly higher rates of omission and commission errors and greater response time variability in participants with attention deficit hyperactivity disorder relative to healthy controls. These results support the reliability and validity of the OCPT and suggest that it may serve as an effective tool for the assessment of attention function in naturalistic settings.	['3061508', '2443985', '2639607', '3887315']	[]	['a7f4908aa5d7431482d698bead473783ece8054e', '9d9bf88408e98bd7c62963f3f698ea3340d41be1', 'ec3805c494be9bfe05ad20b7d26f0820d43524c0', '9e3066a0c2d1b4a10554efdf3150aa87e51bd9ae', 'adbea2efe156c1926f4e42490dfa8113fe40dc35', '59d11e26d9007e67872c7bc727554af267ad629f', '82cbd0d054de366edfea264c2205a04da60f1d19', 'a7f364c2b7ba9f9c5921511e054eef970625bcb6', '9738bdba9634f646737b11088240db44398daff0', '9d32b0e937611ff39dc1cc3b3798c14ae46e4a76']	2014
64	82269ee72b18d38ae9c7d556b800d2c028caede1	31213467.0	A new approach for ICD rhythm classification based on support vector machines	Inappropriate shocks due to misclassification of supraventricular and ventricular arrhythmias remain a major problem in the care of patients with Implantable Cardioverter Defibrillators (ICDs). The purpose of this study was to investigate the ability of a new covariance-based support vector machine classifier, to distinguish ventricular tachycardia from other rhythms such as supraventricular tachycardia. The proposed algorithm is applicable on both single and dual chamber ICDs and has a low computational demand. The results demonstrate that suggested algorithm has considerable promise and merits further investigation.	['46783091', '30771336', '50675761', '50713161', '6697296', '4692200', '48319384']	[]	['568677f5083b897b1228973a5d9b898a4c71234d', '5462c201b92d3680545ff3035dfb308ee4294102', 'f33bcefd85c407ee06b9586a56bdbbb69f226454', '108ffd9b7815a1575429ad4bc9d3eaff7bf35ad7', 'c19e5f84edf05276ff8ad04780e2a29790382160', '19a1dc0e0d234839804858d3cd7391601f152ef5', 'f2f426c7aceb28c520856a54cf2b29388d13c076', 'ef47614994d4c4934b088e3e199598956ef5673b', '33383725e0ad14440b975ffc7be7cdeb4a0e229c', '1805e19e9fa6a4c140c531bc0dca8016ee75257b']	2009
65	b07854557d396f0f8f0751a384e8cb3820a2f201	132487070.0	Phreatic Eruptions and Maars		['108066160']	[]	[]	1974
66	314a28baf48bfcd81a2667bf273ccac6fe4e762d	96838314.0	Deuterium Isotope Effects on the Acid Hydrolysis Rates of Chloro Complexes of Cobalt(III)1	Deuterium substitution both in the complex and in the solvent slows the rate of acid hydrolysis of chlorocomplexes of cobalt(III). This is similar to what is observed in the solvolysis reactions of organic halides and the same explanations may be used. The isotope effect In the base hydrolysis of Co(NH/ sub 3/)/sub 5/Cl/sup +2/ is consistent with, but does not prove, an SnlCB mechanism. (auth)	['49412091', '4670921', '87717551']	[]	[]	1960
67	2cd4c8939113c3b3d8a273ff765a791b132c656d	33415.0	Drivers of Success for Market Entry into China and India	China and India are the fastest-growing major markets in the world and the most popular markets for foreign entrants. However, no study has examined the success or failure of these entries. Using a new definition of success and a uniquely compiled archival database, the authors analyze whether and why firms that entered China and India succeeded or failed. The most important findings are rather counterintuitive: Smaller firms are more successful than larger firms, and firms entering more open emerging markets have less success. Other findings are that success is greater with earlier entry, greater control of entry mode, and shorter cultural and economic distances between the home and the host countries. Importantly, with or without control for these drivers, firms have less success in India than in China. The authors discuss the reasons for and implications of these findings.	['2131525', '2970326']	[]	['9abca31e13b748d7fd50addc2317d9c9bc4044fc', 'f41843c2925dffd41991d072591cf31b057aca0d', 'fc1c11ab8a728dd520d09fc7c0d917d5534cb933', '4546375e15a2c87d6c4ab48da4b93afb2c697080', 'd0a771f652d7a1e204ebe705b751ec81bd27ed9f', 'a0272cee7a86119c2fa2f8f6acbfbcee09496fe8', '302870a2472dfea2200fcb684adb9929eb1c529d', 'c29cf6c3a1638e63fee282548b1450580e713a2f', '805f6e0367af337f77c05dc1179896797e5efe7f', '29f396238f5ee9df642ddb2fbbe0b73672016682']	2008
68	5143f21ab4fb6de730a5220839dd82040a34eee1	146449343.0	Dreaming of the true erotic: Nietzsche's Socrates and the reform of modern education	Education reform requires in Nietzsche's view a trenchant criticism of contemporary educational institutions. The criticism of the institutions and the suggested path for change demand a comprehensive historical study of the foundations of these educational institutions, a study that points out their failures and the available avenues for change. The historical study leads Nietzsche back to Socrates, who is not only the root of contemporary problems, but also a ripe source for new possibilities for education and culture. Socrates' multifarious character eluded the subsequent 'Socratic' culture, which only adopted the radically rationalist side of Socrates. Nietzsche excavates both the beautiful and the erotic sides of his character as exemplars for his educational reform. In the end, Nietzsche overcomes Socrates, so that Nietzsche himself becomes the exemplar for the new tragic culture and education when the limits of Socrates' character are reached.	['98175924']	[]	[]	2006
69	52eebd458cfbcc5b511454c63dae6d7b1f0fb7d7	28956783.0	Human Bone Marrow Depleted of CD 33-Positive Cells Mediates Delayed but Durable Reconstitution of Hematopoiesis : Clinical Trial of MY 9 Monoclonal Antibody-Purged Autografts for the Treatment of Acute Myeloid Leukemia	The CD33 antigen, identified by murine monoclonal antibody anti-MY9, is expressed by clonogenic leukemic cells from almost all patients with acute myeloid leukemia; it is also expressed by normal myeloid progenitor cells. Twelve consecutive patients with de novo acute myeloid leukemia received myeloablative therapy followed by infusion of autologous marrow previously treated in vitro with anti-MY9 and complement. Anti-MY9 and complement treatment eliminated virtually all committed myeloid progenitors (colony-forming unit granulocyte-macrophage) from the autografts. Nevertheless, in the absence of early relapse of leukemia, all patients showed durable trilineage engraftment. The median interval post bone marrow transplantation (BMT) required t o achieve an absolute neutrophil count greater than 50OlpL was 43 days (range, 16 to 75). t o achieve a platelet count greater than 20,0OQ/pL without transfusion was 92 days (range, 35 to 679). and to achieve red blood cell transfusion independence was 105 days (range, 37 to 670). At the time of BM harvest, 10 patients were in second remission, one patient was in first remission, and one patient was in third remission.	['4245136', '5031727', '1971197', '31799021', '52033224', '49972959', '4476028', '1767849', '40553439', '7790089', '5779969']	[]	['51a056b55267454c971e335b801e8f39d4a9495f', '939e3f67fdc2249eaf0d060dd731ccee679b9c0a', 'f3ded30ec88532b1f82a2abbce26a9461ef8f1ac', '4aa8e39124a4e05aa4be2446cc2b934fcf6614ef', '6ea1c075ebdf71f874aec5d42a608a8c75f4e3ae', '175897cd122a8c9930c446136e9e34df7df7fa0f', 'f389d579f45e1e6df5140a1a616622bcccd8cac6', '93d6b85527ff5bb22b29c4891f51aa487ef31312', '22906c2dfe90dc912c86076da5ceccfd5733dbc6', '53eb9e2e6673c150967f2020c08ec9de4e0b7f27']	2003
70	efd80f0538b60914d3e4bfaaefbf51fa0e5f6966	144345131.0	Meaning and Use.		['2002986', '46240498']	[]	[]	1981
71	15c5f565c7751ef5c772201fcb1aae52f0a2940e	211484269.0	Walden and other writings of Henry David Thoreau		['7456178', '69332724', '69422186', '118099473']	[]	[]	1937
